ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
Apuri-14_2ssubject1sobject-1-1,Apuri-14_2ssubject1sobject-1,wanki,3,false,expert,shimelman2017,,,
Apuri-14_2ssubject1sobject-1-2,Apuri-14_2ssubject1sobject-1,wanki,370,false,expert,shimelman2017,,,
Apuri-15_2sverbal-1-1,Apuri-15_2sverbal-1,nki,370,false,expert,shimelman2017,,,
Apuri-16_3sfuture-1-1,Apuri-16_3sfuture-1,nqa,446,false,expert,shimelman2017,,,
Apuri-17_3spossessor-1-1,Apuri-17_3spossessor-1,n,466,false,expert,shimelman2017,,,
Apuri-18_3ssubject1plobject-1-1,Apuri-18_3ssubject1plobject-1,wanchik,3,false,expert,shimelman2017,,,
Apuri-18_3ssubject1plobject-1-2,Apuri-18_3ssubject1plobject-1,wanchik,486,false,expert,shimelman2017,,,
Apuri-19_3ssubject1sobject-1-1,Apuri-19_3ssubject1sobject-1,wan,3,false,expert,shimelman2017,,,
Apuri-19_3ssubject1sobject-1-2,Apuri-19_3ssubject1sobject-1,wan,546,false,expert,shimelman2017,,,
Apuri-20_3ssubject2sobject-1-1,Apuri-20_3ssubject2sobject-1,shunki,337,false,expert,shimelman2017,,,
Apuri-20_3ssubject2sobject-1-2,Apuri-20_3ssubject2sobject-1,shunki,528,false,expert,shimelman2017,,,
Apuri-21_3sverbal-1-1,Apuri-21_3sverbal-1,n,546,false,expert,shimelman2017,,,
Apuri-22_ablative-1-1,Apuri-22_ablative-1,paq,1,false,expert,shimelman2017,,,
Apuri-23_accompaniment-1-1,Apuri-23_accompaniment-1,shi,598,false,expert,shimelman2017,,,
Apuri-23_accompaniment-2-1,Apuri-23_accompaniment-2,si,598,false,expert,shimelman2017,,,
Apuri-24_accusative-1-1,Apuri-24_accusative-1,ta,614,false,expert,shimelman2017,,,
Apuri-25_additive-1-1,Apuri-25_additive-1,pis,639,false,expert,shimelman2017,,,
Apuri-26_agentive-1-1,Apuri-26_agentive-1,q,674,false,expert,shimelman2017,,,
Apuri-27_benefactive-1-1,Apuri-27_benefactive-1,paq,720,false,expert,shimelman2017,,,
Apuri-28_causative-1-1,Apuri-28_causative-1,chi,766,false,expert,shimelman2017,,,
Apuri-29_assertive-1-1,Apuri-29_assertive-1,puni,787,false,expert,shimelman2017,,,
Apuri-30_cislocative-1-1,Apuri-30_cislocative-1,mu,800,false,expert,shimelman2017,,,
Apuri-31_comparative-1-1,Apuri-31_comparative-1,hina,824,false,expert,shimelman2017,,,
Apuri-32_conditional-1-1,Apuri-32_conditional-1,man,853,false,expert,shimelman2017,,,
Apuri-33_continuative-1-1,Apuri-33_continuative-1,raq,877,false,expert,shimelman2017,,,
Apuri-34_dativeilative-1-1,Apuri-34_dativeilative-1,man,911,false,expert,shimelman2017,,,
Apuri-35_desiderative-1-1,Apuri-35_desiderative-1,naya,939,false,expert,shimelman2017,,,
Apuri-36_detransitivizer-1-1,Apuri-36_detransitivizer-1,raya,968,false,expert,shimelman2017,,,
Apuri-37_diminutive-1-1,Apuri-37_diminutive-1,cha,976,false,expert,shimelman2017,,,
Apuri-38_discontinuative-1-1,Apuri-38_discontinuative-1,ña,1019,false,expert,shimelman2017,,,
Apuri-39_disjunctive-1-1,Apuri-39_disjunctive-1,chu,1029,false,expert,shimelman2017,,,
Apuri-40_distaldemonstrative-1-1,Apuri-40_distaldemonstrative-1,chay,1036,false,expert,shimelman2017,,,
Apuri-41_distalremoveddemonstrative-1-1,Apuri-41_distalremoveddemonstrative-1,wak,1046,false,expert,shimelman2017,,,
Apuri-42_progressive-1-1,Apuri-42_progressive-1,ya,16,false,expert,shimelman2017,,,
Apuri-43_emphatic-1-1,Apuri-43_emphatic-1,ari,1095,false,expert,shimelman2017,,,
Apuri-44_intensifier-1-1,Apuri-44_intensifier-1,ya,20,false,expert,shimelman2017,,,
Apuri-45_evidentialconjectural-1-1,Apuri-45_evidentialconjectural-1,tri,18,false,expert,shimelman2017,,,
Apuri-45_evidentialconjectural-2-1,Apuri-45_evidentialconjectural-2,tr,18,false,expert,shimelman2017,,,
Apuri-46_evidentialdirect-1-1,Apuri-46_evidentialdirect-1,mi,1157,false,expert,shimelman2017,,,
Apuri-46_evidentialdirect-2-1,Apuri-46_evidentialdirect-2,m,1157,false,expert,shimelman2017,,,
Apuri-47_evidentialmodifier-1-1,Apuri-47_evidentialmodifier-1,ik,1184,false,expert,shimelman2017,,,
Apuri-48_evidentialmodifierstrongest-1-1,Apuri-48_evidentialmodifierstrongest-1,iki,1191,false,expert,shimelman2017,,,
Apuri-49_evidentialreportative-1-1,Apuri-49_evidentialreportative-1,shi,1198,false,expert,shimelman2017,,,
Apuri-49_evidentialreportative-2-1,Apuri-49_evidentialreportative-2,sh,1198,false,expert,shimelman2017,,,
Apuri-50_exceptional-1-1,Apuri-50_exceptional-1,yku,1228,false,expert,shimelman2017,,,
Apuri-50_exceptional-2-1,Apuri-50_exceptional-2,yka,1228,false,expert,shimelman2017,,,
Apuri-50_exceptional-3-1,Apuri-50_exceptional-3,ika,1228,false,expert,shimelman2017,,,
Apuri-50_exceptional-4-1,Apuri-50_exceptional-4,iku,1228,false,expert,shimelman2017,,,
Apuri-51_exclusive-1-1,Apuri-51_exclusive-1,pura,1256,false,expert,shimelman2017,,,
Apuri-52_factive-1-1,Apuri-52_factive-1,cha,1272,false,expert,shimelman2017,,,
Apuri-53_frequentive-1-1,Apuri-53_frequentive-1,katra,1295,false,expert,shimelman2017,,,
Apuri-54_genitive-1-1,Apuri-54_genitive-1,pa,1315,false,expert,shimelman2017,,,
Apuri-54_genitive-2-1,Apuri-54_genitive-2,pi,1315,false,expert,shimelman2017,,,
Apuri-55_imperative-1-1,Apuri-55_imperative-1,y,30,false,expert,shimelman2017,,,
Apuri-56_inceptive-1-1,Apuri-56_inceptive-1,ri,1397,false,expert,shimelman2017,,,
Apuri-57_inchoative-1-1,Apuri-57_inchoative-1,ya,1419,false,expert,shimelman2017,,,
Apuri-58_inclusive-1-1,Apuri-58_inclusive-1,ntin,1443,false,expert,shimelman2017,,,
Apuri-59_infinitive-1-1,Apuri-59_infinitive-1,y,30,false,expert,shimelman2017,,,
Apuri-60_injunctive-1-1,Apuri-60_injunctive-1,chun,1486,false,expert,shimelman2017,,,
Apuri-61_instrumentalcomitative-1-1,Apuri-61_instrumentalcomitative-1,wan,1507,false,expert,shimelman2017,,,
Apuri-44_intensifier-2-1,Apuri-44_intensifier-2,ya,20,false,expert,shimelman2017,,,
Apuri-62_irreversiblechange-1-1,Apuri-62_irreversiblechange-1,tamu,1553,false,expert,shimelman2017,,,
Apuri-63_jointaction-1-1,Apuri-63_jointaction-1,paːku,1561,false,expert,shimelman2017,,,
Apuri-64_limitative-1-1,Apuri-64_limitative-1,kama,1578,false,expert,shimelman2017,,,
Apuri-65_locative-1-1,Apuri-65_locative-1,pa,1603,false,expert,shimelman2017,,,
Apuri-65_locative-2-1,Apuri-65_locative-2,pi,1603,false,expert,shimelman2017,,,
Apuri-66_middlevoice-1-1,Apuri-66_middlevoice-1,ku,1637,false,expert,shimelman2017,,,
Apuri-67_multiplepossessive-1-1,Apuri-67_multiplepossessive-1,sapa,1656,false,expert,shimelman2017,,,
Apuri-68_mutualbenefit-1-1,Apuri-68_mutualbenefit-1,puku,1676,false,expert,shimelman2017,,,
Apuri-69_negation-1-1,Apuri-69_negation-1,chu,1682,false,expert,shimelman2017,,,
Apuri-70_nominalizerna-1-1,Apuri-70_nominalizerna-1,na,1711,false,expert,shimelman2017,,,
Apuri-71_partnership-1-1,Apuri-71_partnership-1,masi,1746,false,expert,shimelman2017,,,
Apuri-72_passiveaccidental-1-1,Apuri-72_passiveaccidental-1,ka,1758,false,expert,shimelman2017,,,
Apuri-73_pasttense-1-1,Apuri-73_pasttense-1,rqa,1770,false,expert,shimelman2017,,,
Apuri-74_perfect-1-1,Apuri-74_perfect-1,sha,1800,false,expert,shimelman2017,,,
Apuri-74_perfect-2-1,Apuri-74_perfect-2,sa,1800,false,expert,shimelman2017,,,
Apuri-75_perfectivizer-1-1,Apuri-75_perfectivizer-1,sha,1800,false,expert,shimelman2017,,,
Apuri-75_perfectivizer-2-1,Apuri-75_perfectivizer-2,sa,1800,false,expert,shimelman2017,,,
Apuri-76_plural-1-1,Apuri-76_plural-1,kuna,1855,false,expert,shimelman2017,,,
Apuri-77_possessive-1-1,Apuri-77_possessive-1,yuq,1887,false,expert,shimelman2017,,,
Apuri-78_prohibitive-1-1,Apuri-78_prohibitive-1,ama,1918,false,expert,shimelman2017,,,
Apuri-79_proximaldemonstrative-1-1,Apuri-79_proximaldemonstrative-1,kay,1927,false,expert,shimelman2017,,,
Apuri-80_reason-1-1,Apuri-80_reason-1,rayku,1948,false,expert,shimelman2017,,,
Apuri-81_reciprocal-1-1,Apuri-81_reciprocal-1,naku,1976,false,expert,shimelman2017,,,
Apuri-81_reciprocal-2-1,Apuri-81_reciprocal-2,naka,1976,false,expert,shimelman2017,,,
Apuri-82_repetitive-1-1,Apuri-82_repetitive-1,pa,2008,false,expert,shimelman2017,,,
Apuri-83_reportativepasttense-1-1,Apuri-83_reportativepasttense-1,shqa,2021,false,expert,shimelman2017,,,
Apuri-84_restrictive-1-1,Apuri-84_restrictive-1,lla,2039,false,expert,shimelman2017,,,
Apuri-85_sequential-1-1,Apuri-85_sequential-1,taq,2063,false,expert,shimelman2017,,,
Apuri-86_simulative-1-1,Apuri-86_simulative-1,tuku,2082,false,expert,shimelman2017,,,
Apuri-87_subordinatoradverbial-1-1,Apuri-87_subordinatoradverbial-1,shtin,2097,false,expert,shimelman2017,,,
Apuri-88_subordinatoridsub-1-1,Apuri-88_subordinatoridsub-1,shpa,2113,false,expert,shimelman2017,,,
Apuri-89_subordinatordiffsub-1-1,Apuri-89_subordinatordiffsub-1,pti,2144,false,expert,shimelman2017,,,
Apuri-90_topic-1-1,Apuri-90_topic-1,qa,2178,false,expert,shimelman2017,,,
Apuri-91_verbalbenefactive-1-1,Apuri-91_verbalbenefactive-1,pu,2201,false,expert,shimelman2017,,,
Apuri-91_verbalbenefactive-2-1,Apuri-91_verbalbenefactive-2,pa,2201,false,expert,shimelman2017,,,
Apuri-92_uninterruptedaction-1-1,Apuri-92_uninterruptedaction-1,ra,11,false,expert,shimelman2017,,,
Apuri-93_urgent-1-1,Apuri-93_urgent-1,ru,2234,false,expert,shimelman2017,,,
Apuri-93_urgent-2-1,Apuri-93_urgent-2,ra,2234,false,expert,shimelman2017,,,
Apuri-94_verbalizer-1-1,Apuri-94_verbalizer-1,na,2270,false,expert,shimelman2017,,,
Apurimac-1_1object-1-1,Apurimac-1_1object-1,wa,3,false,expert,camacho2006,,,
Apurimac-2_1ssubject2sobject-1-1,Apurimac-2_1ssubject2sobject-1,yki,24,false,expert,camacho2006,,,
Apurimac-3_1plpossessor-1-1,Apurimac-3_1plpossessor-1,nchik,58,false,expert,camacho2006,,,
Apurimac-4_1plverbal-1-1,Apurimac-4_1plverbal-1,nchis,58,false,expert,camacho2006,,,
Apurimac-6_1plverbalfuture-1-1,Apurimac-6_1plverbalfuture-1,sunchis,111,false,expert,camacho2006,,,
Apurimac-6_1plverbalfuture-1-2,Apurimac-6_1plverbalfuture-1,sunchis,58,false,expert,camacho2006,,,
Apurimac-7_1spossessor-1-1,Apurimac-7_1spossessor-1,tanta-y,155,false,expert,camacho2006,,,
Apurimac-7_1spossessor-1-2,Apurimac-7_1spossessor-1,tanta-y,156,false,expert,camacho2006,,,
Apurimac-9_1sverbal-1-1,Apurimac-9_1sverbal-1,ka-ni,234,false,expert,camacho2006,,,
Apurimac-9_1sverbal-1-2,Apurimac-9_1sverbal-1,ka-ni,235,false,expert,camacho2006,,,
Apurimac-10_1sverbalfuture-1-1,Apurimac-10_1sverbalfuture-1,saq,280,false,expert,camacho2006,,,
Apurimac-13_2spossessor-1-1,Apurimac-13_2spossessor-1,ki,348,false,expert,camacho2006,,,
Apurimac-14_2ssubject1sobject-1-1,Apurimac-14_2ssubject1sobject-1,wanki,3,false,expert,camacho2006,,,
Apurimac-14_2ssubject1sobject-1-2,Apurimac-14_2ssubject1sobject-1,wanki,370,false,expert,camacho2006,,,
Apurimac-14_2ssubject1sobject-2-1,Apurimac-14_2ssubject1sobject-2,way,3,false,expert,camacho2006,,,
Apurimac-15_2sverbal-1-1,Apurimac-15_2sverbal-1,nki,370,false,expert,camacho2006,,,
Apurimac-16_3sfuture-1-1,Apurimac-16_3sfuture-1,nqa,446,false,expert,camacho2006,,,
Apurimac-17_3spossessor-1-1,Apurimac-17_3spossessor-1,n,466,false,expert,camacho2006,,,
Apurimac-18_3ssubject1plobject-1-1,Apurimac-18_3ssubject1plobject-1,wanchis,3,false,expert,camacho2006,,,
Apurimac-18_3ssubject1plobject-1-2,Apurimac-18_3ssubject1plobject-1,wanchis,486,false,expert,camacho2006,,,
Apurimac-19_3ssubject1sobject-1-1,Apurimac-19_3ssubject1sobject-1,wan,3,false,expert,camacho2006,,,
Apurimac-19_3ssubject1sobject-1-2,Apurimac-19_3ssubject1sobject-1,wan,546,false,expert,camacho2006,,,
Apurimac-19_3ssubject1sobject-2-1,Apurimac-19_3ssubject1sobject-2,wanqa,3,false,expert,camacho2006,,,
Apurimac-19_3ssubject1sobject-2-2,Apurimac-19_3ssubject1sobject-2,wanqa,546,false,expert,camacho2006,,,
Apurimac-20_3ssubject2sobject-1-1,Apurimac-20_3ssubject2sobject-1,sunki,337,false,expert,camacho2006,,,
Apurimac-20_3ssubject2sobject-1-2,Apurimac-20_3ssubject2sobject-1,sunki,528,false,expert,camacho2006,,,
Apurimac-21_3sverbal-1-1,Apurimac-21_3sverbal-1,n,546,false,expert,camacho2006,,,
Apurimac-22_ablative-1-1,Apurimac-22_ablative-1,manta,571,false,expert,camacho2006,,,
Apurimac-23_accompaniment-1-1,Apurimac-23_accompaniment-1,ysi,598,false,expert,camacho2006,,,
Apurimac-24_accusative-1-1,Apurimac-24_accusative-1,ta,614,false,expert,camacho2006,,,
Apurimac-25_additive-1-1,Apurimac-25_additive-1,pas,639,false,expert,camacho2006,,,
Apurimac-26_agentive-1-1,Apurimac-26_agentive-1,q,674,false,expert,camacho2006,,,
Apurimac-95_augmentative-1-1,Apurimac-95_augmentative-1,su,710,false,expert,camacho2006,,,
Apurimac-95_augmentative-2-1,Apurimac-95_augmentative-2,sara,710,false,expert,camacho2006,,,
Apurimac-27_benefactive-1-1,Apurimac-27_benefactive-1,paq,720,false,expert,camacho2006,,,
Apurimac-28_causative-1-1,Apurimac-28_causative-1,chi,766,false,expert,camacho2006,,,
Apurimac-29_assertive-1-1,Apurimac-29_assertive-1,puni,787,false,expert,camacho2006,,,
Apurimac-30_cislocative-1-1,Apurimac-30_cislocative-1,mu,800,false,expert,camacho2006,,,
Apurimac-30_cislocative-2-1,Apurimac-30_cislocative-2,mu,800,false,expert,camacho2006,,,
Apurimac-32_conditional-1-1,Apurimac-32_conditional-1,man,853,false,expert,camacho2006,,,
Apurimac-33_continuative-1-1,Apurimac-33_continuative-1,raq,877,false,expert,camacho2006,,,
Apurimac-92_uninterruptedaction-1-1,Apurimac-92_uninterruptedaction-1,raya,8,false,expert,camacho2006,,,
Apurimac-34_dativeilative-1-1,Apurimac-34_dativeilative-1,man,911,false,expert,camacho2006,,,
Apurimac-35_desiderative-1-1,Apurimac-35_desiderative-1,naya,939,false,expert,camacho2006,,,
Apurimac-37_diminutive-1-1,Apurimac-37_diminutive-1,cha,976,false,expert,camacho2006,,,
Apurimac-40_distaldemonstrative-1-1,Apurimac-40_distaldemonstrative-1,chay,1036,false,expert,camacho2006,,,
Apurimac-41_distalremoveddemonstrative-1-1,Apurimac-41_distalremoveddemonstrative-1,haqay,1047,false,expert,camacho2006,,,
Apurimac-42_progressive-1-1,Apurimac-42_progressive-1,chka,1062,false,expert,camacho2006,,,
Apurimac-42_progressive-2-1,Apurimac-42_progressive-2,ykacha,16,false,expert,camacho2006,,,
Apurimac-43_emphatic-1-1,Apurimac-43_emphatic-1,ari,1095,false,expert,camacho2006,,,
Apurimac-45_evidentialconjectural-1-1,Apurimac-45_evidentialconjectural-1,cha,18,false,expert,camacho2006,,,
Apurimac-46_evidentialdirect-1-1,Apurimac-46_evidentialdirect-1,mi,1157,false,expert,camacho2006,,,
Apurimac-48_evidentialmodifierstrongest-1-1,Apurimac-48_evidentialmodifierstrongest-1,iki,1191,false,expert,camacho2006,,,
Apurimac-50_exceptional-1-1,Apurimac-50_exceptional-1,yku,1228,false,expert,camacho2006,,,
Apurimac-51_exclusive-1-1,Apurimac-51_exclusive-1,pura,1256,false,expert,camacho2006,,,
Apurimac-54_genitive-1-1,Apurimac-54_genitive-1,pa,1315,false,expert,camacho2006,,,
Apurimac-56_inceptive-1-1,Apurimac-56_inceptive-1,ri,1397,false,expert,camacho2006,,,
Apurimac-57_inchoative-1-1,Apurimac-57_inchoative-1,ya,1419,false,expert,camacho2006,,,
Apurimac-58_inclusive-1-1,Apurimac-58_inclusive-1,ntin,1443,false,expert,camacho2006,,,
Apurimac-59_infinitive-1-1,Apurimac-59_infinitive-1,y,30,false,expert,camacho2006,,,
Apurimac-60_injunctive-1-1,Apurimac-60_injunctive-1,chun,1486,false,expert,camacho2006,,,
Apurimac-96_imperative1p-1-1,Apurimac-96_imperative1p-1,ychis,1362,false,expert,camacho2006,,,
Apurimac-61_instrumentalcomitative-1-1,Apurimac-61_instrumentalcomitative-1,wan,1507,false,expert,camacho2006,,,
Apurimac-65_locative-1-1,Apurimac-65_locative-1,pi,1603,false,expert,camacho2006,,,
Apurimac-66_middlevoice-1-1,Apurimac-66_middlevoice-1,ku,1637,false,expert,camacho2006,,,
Apurimac-67_multiplepossessive-1-1,Apurimac-67_multiplepossessive-1,sapa,1656,false,expert,camacho2006,,,
Apurimac-69_negation-1-1,Apurimac-69_negation-1,chu,1682,false,expert,camacho2006,,,
Apurimac-70_nominalizerna-1-1,Apurimac-70_nominalizerna-1,na,1711,false,expert,camacho2006,,,
Apurimac-73_pasttense-1-1,Apurimac-73_pasttense-1,rqa,1770,false,expert,camacho2006,,,
Apurimac-97_pecunial-1-1,Apurimac-97_pecunial-1,ral,1796,false,expert,camacho2006,,,
Apurimac-74_perfect-1-1,Apurimac-74_perfect-1,sqa,1800,false,expert,camacho2006,,,
Apurimac-75_perfectivizer-1-1,Apurimac-75_perfectivizer-1,sqa,1800,false,expert,camacho2006,,,
Apurimac-87_subordinatoradverbial-1-1,Apurimac-87_subordinatoradverbial-1,stin,2097,false,expert,camacho2006,,,
Apurimac-76_plural-1-1,Apurimac-76_plural-1,kuna,1855,false,expert,camacho2006,,,
Apurimac-77_possessive-1-1,Apurimac-77_possessive-1,yoq,1887,false,expert,camacho2006,,,
Apurimac-79_proximaldemonstrative-1-1,Apurimac-79_proximaldemonstrative-1,kay,1927,false,expert,camacho2006,,,
Apurimac-80_reason-1-1,Apurimac-80_reason-1,rayku,1948,false,expert,camacho2006,,,
Apurimac-81_reciprocal-1-1,Apurimac-81_reciprocal-1,naku,1976,false,expert,camacho2006,,,
Apurimac-82_repetitive-1-1,Apurimac-82_repetitive-1,pa,2008,false,expert,camacho2006,,,
Apurimac-82_repetitive-2-1,Apurimac-82_repetitive-2,paya,7,false,expert,camacho2006,,,
Apurimac-83_reportativepasttense-1-1,Apurimac-83_reportativepasttense-1,sqa,2021,false,expert,camacho2006,,,
Apurimac-84_restrictive-1-1,Apurimac-84_restrictive-1,lla,2039,false,expert,camacho2006,,,
Apurimac-64_limitative-1-1,Apurimac-64_limitative-1,kama,1578,false,expert,camacho2006,,,
Apurimac-85_sequential-1-1,Apurimac-85_sequential-1,taq,2063,false,expert,camacho2006,,,
Apurimac-88_subordinatoridsub-1-1,Apurimac-88_subordinatoridsub-1,spa,2113,false,expert,camacho2006,,,
Apurimac-89_subordinatordiffsub-1-1,Apurimac-89_subordinatordiffsub-1,pti,2144,false,expert,camacho2006,,,
Apurimac-93_urgent-1-1,Apurimac-93_urgent-1,rqu,2234,false,expert,camacho2006,,,
Apurimac-91_verbalbenefactive-1-1,Apurimac-91_verbalbenefactive-1,pu,2201,false,expert,camacho2006,,,
Apurimac-38_discontinuative-1-1,Apurimac-38_discontinuative-1,ña,1019,false,expert,camacho2006,,,
Ayacucho-2_1ssubject2sobject-1-1,Ayacucho-2_1ssubject2sobject-1,yki,24,false,expert,parker1969,,,
Ayacucho-3_1plpossessor-1-1,Ayacucho-3_1plpossessor-1,nčik,58,false,expert,parker1969,,,
Ayacucho-4_1plverbal-1-1,Ayacucho-4_1plverbal-1,nčik,58,false,expert,parker1969,,,
Ayacucho-5_1plverbalconditional-1-1,Ayacucho-5_1plverbalconditional-1,čwan,111,false,expert,parker1969,,,
Ayacucho-5_1plverbalconditional-1-2,Ayacucho-5_1plverbalconditional-1,čwan,3,false,expert,parker1969,,,
Ayacucho-6_1plverbalfuture-1-1,Ayacucho-6_1plverbalfuture-1,sun,111,false,expert,parker1969,,,
Ayacucho-7_1spossessor-1-1,Ayacucho-7_1spossessor-1,tanta-y,155,false,expert,parker1969,,,
Ayacucho-7_1spossessor-1-2,Ayacucho-7_1spossessor-1,tanta-y,156,false,expert,parker1969,,,
Ayacucho-8_1ssubject2sobjectfuture-1-1,Ayacucho-8_1ssubject2sobjectfuture-1,sayki,210,false,expert,parker1969,,,
Ayacucho-8_1ssubject2sobjectfuture-1-2,Ayacucho-8_1ssubject2sobjectfuture-1,sayki,24,false,expert,parker1969,,,
Ayacucho-8_1ssubject2sobjectfuture-2-1,Ayacucho-8_1ssubject2sobjectfuture-2,sqayki,210,false,expert,parker1969,,,
Ayacucho-8_1ssubject2sobjectfuture-2-2,Ayacucho-8_1ssubject2sobjectfuture-2,sqayki,24,false,expert,parker1969,,,
Ayacucho-9_1sverbal-1-1,Ayacucho-9_1sverbal-1,ka-ni,234,false,expert,parker1969,,,
Ayacucho-9_1sverbal-1-2,Ayacucho-9_1sverbal-1,ka-ni,235,false,expert,parker1969,,,
Ayacucho-10_1sverbalfuture-1-1,Ayacucho-10_1sverbalfuture-1,saq,280,false,expert,parker1969,,,
Ayacucho-11_2sconditional-1-1,Ayacucho-11_2sconditional-1,waq,325,false,expert,parker1969,,,
Ayacucho-13_2spossessor-1-1,Ayacucho-13_2spossessor-1,yki,348,false,expert,parker1969,,,
Ayacucho-14_2ssubject1sobject-1-1,Ayacucho-14_2ssubject1sobject-1,wanki,3,false,expert,parker1969,,,
Ayacucho-14_2ssubject1sobject-1-2,Ayacucho-14_2ssubject1sobject-1,wanki,370,false,expert,parker1969,,,
Ayacucho-15_2sverbal-1-1,Ayacucho-15_2sverbal-1,nki,370,false,expert,parker1969,,,
Ayacucho-16_3sfuture-1-1,Ayacucho-16_3sfuture-1,nqa,446,false,expert,parker1969,,,
Ayacucho-17_3spossessor-1-1,Ayacucho-17_3spossessor-1,n,466,false,expert,parker1969,,,
Ayacucho-18_3ssubject1plobject-1-1,Ayacucho-18_3ssubject1plobject-1,wančik,3,false,expert,parker1969,,,
Ayacucho-18_3ssubject1plobject-1-2,Ayacucho-18_3ssubject1plobject-1,wančik,486,false,expert,parker1969,,,
Ayacucho-19_3ssubject1sobject-1-1,Ayacucho-19_3ssubject1sobject-1,wan,3,false,expert,parker1969,,,
Ayacucho-19_3ssubject1sobject-1-2,Ayacucho-19_3ssubject1sobject-1,wan,546,false,expert,parker1969,,,
Ayacucho-20_3ssubject2sobject-1-1,Ayacucho-20_3ssubject2sobject-1,sunki,337,false,expert,parker1969,,,
Ayacucho-20_3ssubject2sobject-1-2,Ayacucho-20_3ssubject2sobject-1,sunki,528,false,expert,parker1969,,,
Ayacucho-21_3sverbal-1-1,Ayacucho-21_3sverbal-1,n,546,false,expert,parker1969,,,
Ayacucho-22_ablative-1-1,Ayacucho-22_ablative-1,manta,571,false,expert,parker1969,,,
Ayacucho-23_accompaniment-1-1,Ayacucho-23_accompaniment-1,si,598,false,expert,parker1969,,,
Ayacucho-24_accusative-1-1,Ayacucho-24_accusative-1,ta,614,false,expert,parker1969,,,
Ayacucho-25_additive-1-1,Ayacucho-25_additive-1,pas,639,false,expert,parker1969,,,
Ayacucho-26_agentive-1-1,Ayacucho-26_agentive-1,q,674,false,expert,parker1969,,,
Ayacucho-48_evidentialmodifierstrongest-1-1,Ayacucho-48_evidentialmodifierstrongest-1,iki,1191,false,expert,parker1969,,,
Ayacucho-95_augmentative-1-1,Ayacucho-95_augmentative-1,su,710,false,expert,parker1969,,,
Ayacucho-95_augmentative-2-1,Ayacucho-95_augmentative-2,yku,712,false,expert,parker1969,,,
Ayacucho-95_augmentative-3-1,Ayacucho-95_augmentative-3,yka,712,false,expert,parker1969,,,
Ayacucho-27_benefactive-1-1,Ayacucho-27_benefactive-1,paq,720,false,expert,parker1969,,,
Ayacucho-28_causative-1-1,Ayacucho-28_causative-1,či,766,false,expert,parker1969,,,
Ayacucho-29_assertive-1-1,Ayacucho-29_assertive-1,puni,787,false,expert,parker1969,,,
Ayacucho-30_cislocative-1-1,Ayacucho-30_cislocative-1,mu,800,false,expert,parker1969,,,
Ayacucho-31_comparative-1-1,Ayacucho-31_comparative-1,hina,824,false,expert,parker1969,,,
Ayacucho-32_conditional-1-1,Ayacucho-32_conditional-1,man,853,false,expert,parker1969,,,
Ayacucho-33_continuative-1-1,Ayacucho-33_continuative-1,raq,877,false,expert,parker1969,,,
Ayacucho-92_uninterruptedaction-1-1,Ayacucho-92_uninterruptedaction-1,raya,8,false,expert,parker1969,,,
Ayacucho-34_dativeilative-1-1,Ayacucho-34_dativeilative-1,man,911,false,expert,parker1969,,,
