ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
Huanca-48_evidentialreportative-1,,Huanca,48_evidentialreportative,shi,shi,ʃ i,,cerron1976,,,^ sh i $,Huanca
Huanca-50_exclusive-1,,Huanca,50_exclusive,pula,pula,p u l a,,cerron1976,,,^ p u l a $,Huanca
Huanca-51_factive-1,,Huanca,51_factive,cha,cha,tʃ a,,cerron1976,,,^ ch a $,Huanca
Huanca-192_familiarity-1,,Huanca,192_familiarity,tan,tan,t a n,,cerron1976,,,^ t a n $,Huanca
Huanca-53_genitive-1,,Huanca,53_genitive,pa,pa,p a,,cerron1976,,,^ p a $,Huanca
Huanca-193_habitual-1,,Huanca,193_habitual,nya,nya,n j a,also an analytical solution with ka-q,cerron1976,,,^ n y a $,Huanca
Huanca-54_imperative-1,,Huanca,54_imperative,y,y,j,,cerron1976,,,^ y $,Huanca
Huanca-55_inceptive-1,,Huanca,55_inceptive,li,li,l i,,cerron1976,,,^ l i $,Huanca
Huanca-56_inchoative-1,,Huanca,56_inchoative,yaa,yaa,j a a,,cerron1976,,,^ y a a $,Huanca
Huanca-57_inclusive-1,,Huanca,57_inclusive,ntin,ntin,n t i n,,cerron1976,,,^ n t i n $,Huanca
Huanca-58_infinitive-1,,Huanca,58_infinitive,y,y,j,,cerron1976,,,^ y $,Huanca
Huanca-59_injunctive-1,,Huanca,59_injunctive,chun,chun,tʃ u n,,cerron1976,,,^ ch u n $,Huanca
Huanca-60_instrumentalcomitative-1,,Huanca,60_instrumentalcomitative,wan,wan,w a n,,cerron1976,,,^ w a n $,Huanca
Huanca-194_interruptedaction-1,,Huanca,194_interruptedaction,tya,tya,t j a,,cerron1976,,,^ t y a $,Huanca
Huanca-62_irreversiblechange-1,,Huanca,62_irreversiblechange,taa,taa,t a a,"ennegrezer, ensangar, etc",cerron1976,,,^ t a a $,Huanca
Huanca-63_jointaction-1,,Huanca,63_jointaction,paːkuː,paːkuː,p aː k uː,,cerron1976,,,^ p aː k uː $,Huanca
Huanca-63_jointaction-2,,Huanca,63_jointaction,paku,paku,p a k u,combined with middle voice -ku,cerron1976,,,^ p a k u $,Huanca
Huanca-64_limitative-1,,Huanca,64_limitative,kama,kama,k a m a,,cerron1976,,,^ k a m a $,Huanca
Huanca-65_locative-1,,Huanca,65_locative,traw,traw,ʈʂ a w,"de ‘trawpi’, “centro”",cerron1976,,,^ tr a w $,Huanca
Huanca-66_middlevoice-1,,Huanca,66_middlevoice,ku,ku,k u,,cerron1976,,,^ k u $,Huanca
Huanca-67_multiplepossessive-1,,Huanca,67_multiplepossessive,"sapa, taa",sapa,s a p a,-taa only in very few regions,cerron1976,,,^ s a p a $,Huanca
Huanca-67_multiplepossessive-2,,Huanca,67_multiplepossessive,"sapa, taa",taa,t a a,-taa only in very few regions,cerron1976,,,^ t a a $,Huanca
Huanca-69_negation-1,,Huanca,69_negation,chu,chu,tʃ u,,cerron1976,,,^ ch u $,Huanca
Huanca-70_nominalizerna-1,,Huanca,70_nominalizerna,na,na,n a,,cerron1976,,,^ n a $,Huanca
Huanca-74_pasttense-1,,Huanca,74_pasttense,lqa,lqa,l q a,,cerron1976,,,^ l q a $,Huanca
Huanca-76_perfectivizer-1,,Huanca,76_perfectivizer,sha,sha,ʃ a,,cerron1976,,,^ sh a $,Huanca
Huanca-77_plural-1,,Huanca,77_plural,kuna,kuna,k u n a,,cerron1976,,,^ k u n a $,Huanca
Huanca-78_possessive-1,,Huanca,78_possessive,yuq,yuq,j u q,,cerron1976,,,^ y u q $,Huanca
Huanca-189_privative-1,,Huanca,189_privative,nnaq,nnaq,n n a q,,cerron1976,,,^ n n a q $,Huanca
Huanca-82_reason-1,,Huanca,82_reason,layku,layku,l a j k u,,cerron1976,,,^ l a y k u $,Huanca
Huanca-83_reciprocal-1,,Huanca,83_reciprocal,na,na,n a,,cerron1976,,,^ n a $,Huanca
Huanca-84_repetitive-1,,Huanca,84_repetitive,traku,traku,ʈʂ a k u,,cerron1976,,,^ tr a k u $,Huanca
Huanca-85_reportativepasttense-1,,Huanca,85_reportativepasttense,ñaq,ñaq,ɲ a q,a veces pierde la consonante,cerron1976,,,^ ñ a q $,Huanca
Huanca-86_restrictive-1,,Huanca,86_restrictive,lla,lla,ʎ a,,cerron1976,,,^ ll a $,Huanca
Huanca-87_sequential-1,,Huanca,87_sequential,taq,taq,t a q,,cerron1976,,,^ t a q $,Huanca
Huanca-88_simulative-1,,Huanca,88_simulative,tuku,tuku,t u k u,,cerron1976,,,^ t u k u $,Huanca
Huanca-89_subordinatoradverbial-1,,Huanca,89_subordinatoradverbial,shti,shti,ʃ t i,,cerron1976,,,^ sh t i $,Huanca
Huanca-90_subordinatoridsub-1,,Huanca,90_subordinatoridsub,l,l,l,,cerron1976,,,^ l $,Huanca
Huanca-91_suboridnatordiffsub-1,,Huanca,91_suboridnatordiffsub,pti,pti,p t i,,cerron1976,,,^ p t i $,Huanca
Huanca-190_superlative-1,,Huanca,190_superlative,kaska,kaska,k a s k a,hatun-kaska: más grande,cerron1976,,,^ k a s k a $,Huanca
Huanca-195_surprise-1,,Huanca,195_surprise,lan,lan,l a n,,cerron1976,,,^ l a n $,Huanca
Huanca-92_topic-1,,Huanca,92_topic,qa,qa,q a,,cerron1976,,,^ q a $,Huanca
Huanca-196_verbalaumentative-1,,Huanca,196_verbalaumentative,sya,sya,s j a,"superlative + transformative, not very productive",cerron1976,,,^ s y a $,Huanca
Huanca-110_verbalbenefactive-1,,Huanca,110_verbalbenefactive,pu,pu,p u,,cerron1976,,,^ p u $,Huanca
Huanca-197_verbalcontinuative-1,,Huanca,197_verbalcontinuative,paa,paa,p a a,,cerron1976,,,^ p a a $,Huanca
Huanca-141_verbalplural-1,,Huanca,141_verbalplural,"paaku, lkaa",paaku,p a a k u,,cerron1976,,,^ p a a k u $,Huanca
Huanca-141_verbalplural-2,,Huanca,141_verbalplural,"paaku, lkaa",lkaa,l k a a,,cerron1976,,,^ l k a a $,Huanca
Huanca-96_verbalizer-1,,Huanca,96_verbalizer,ña,ña,ɲ a,,cerron1976,,,^ ñ a $,Huanca
Huangascar-1_1object-1,,Huangascar,1_1object,ma,ma,m a,,shimelman2017,,,^ m a $,Huangascar
Huangascar-2_1subject2object-1,,Huangascar,2_1subject2object,yki,yki,j k i,,shimelman2017,,,^ y k i $,Huangascar
Huangascar-3_1plpossessor-1,,Huangascar,3_1plpossessor,nchik,nchik,n tʃ i k,,shimelman2017,,,^ n ch i k $,Huangascar
Huangascar-4_1plverbal-1,,Huangascar,4_1plverbal,nchik,nchik,n tʃ i k,,shimelman2017,,,^ n ch i k $,Huangascar
Huangascar-5_1plverbalconditional-1,,Huangascar,5_1plverbalconditional,chuwan,chuwan,tʃ u w a n,,shimelman2017,,,^ ch u w a n $,Huangascar
Huangascar-6_1plverbalfuture-1,,Huangascar,6_1plverbalfuture,shun,shun,ʃ u n,,shimelman2017,,,^ sh u n $,Huangascar
Huangascar-7_1spossessor-1,,Huangascar,7_1spossessor,tantaː,tantaː,t a n t aː/a + ø/a,,shimelman2017,,,^ tantaː $,Huangascar
Huangascar-8_1ssubject2sobjectfuture-1,,Huangascar,8_1ssubject2sobjectfuture,shqayki,shqayki,ʃ q a j k i,variation between sh and s,shimelman2017,,,^ sh q a y k i $,Huangascar
Huangascar-9_1sverbal-1,,Huangascar,9_1sverbal,kaː,kaː,k aː/a + ø/a,,shimelman2017,,,^ kaː $,Huangascar
Huangascar-10_1sverbalfuture-1,,Huangascar,10_1sverbalfuture,shaq,shaq,ʃ a q,,shimelman2017,,,^ sh a q $,Huangascar
Huangascar-11_2sconditional-1,,Huangascar,11_2sconditional,waq,waq,w a q,,shimelman2017,,,^ w a q $,Huangascar
Huangascar-12_2sobject-1,,Huangascar,12_2sobject,shu,shu,ʃ u,shu/su,shimelman2017,,,^ sh u $,Huangascar
Huangascar-13_2spossessor-1,,Huangascar,13_2spossessor,yki,yki,j k i,,shimelman2017,,,^ y k i $,Huangascar
Huangascar-14_2ssubject1sobject-1,,Huangascar,14_2ssubject1sobject,wanki,wanki,w a n k i,,shimelman2017,,,^ w a n k i $,Huangascar
Huangascar-15_2sverbal-1,,Huangascar,15_2sverbal,nki,nki,n k i,,shimelman2017,,,^ n k i $,Huangascar
Huangascar-16_3sfuture-1,,Huangascar,16_3sfuture,nqa,nqa,n q a,,shimelman2017,,,^ n q a $,Huangascar
Huangascar-17_3spossessor-1,,Huangascar,17_3spossessor,n,n,n,,shimelman2017,,,^ n $,Huangascar
Huangascar-18_3ssubject1plobject-1,,Huangascar,18_3ssubject1plobject,manchik,manchik,m a n tʃ i k,,shimelman2017,,,^ m a n ch i k $,Huangascar
Huangascar-19_3ssubject1sobject-1,,Huangascar,19_3ssubject1sobject,man,man,m a n,,shimelman2017,,,^ m a n $,Huangascar
Huangascar-20_3ssubject2sobject-1,,Huangascar,20_3ssubject2sobject,shunki,shunki,ʃ u n k i,,shimelman2017,,,^ sh u n k i $,Huangascar
Huangascar-21_3sverbal-1,,Huangascar,21_3sverbal,n,n,n,,shimelman2017,,,^ n $,Huangascar
Huangascar-22_ablative-1,,Huangascar,22_ablative,paq,paq,p a q,,shimelman2017,,,^ p a q $,Huangascar
Huangascar-23_accompaniment-1,,Huangascar,23_accompaniment,"shi,si",shi,ʃ i,,shimelman2017,,,^ sh i $,Huangascar
Huangascar-23_accompaniment-2,,Huangascar,23_accompaniment,"shi,si",si,s i,,shimelman2017,,,^ s i $,Huangascar
Huangascar-24_accusative-1,,Huangascar,24_accusative,ta,ta,t a,,shimelman2017,,,^ t a $,Huangascar
Huangascar-25_additive-1,,Huangascar,25_additive,"pis,s",pis,p i s,,shimelman2017,,,^ p i s $,Huangascar
Huangascar-25_additive-2,,Huangascar,25_additive,"pis,s",s,s,,shimelman2017,,,^ s $,Huangascar
Huangascar-26_agentive-1,,Huangascar,26_agentive,q,q,q,,shimelman2017,,,^ q $,Huangascar
Huangascar-27_benefactive-1,,Huangascar,27_benefactive,paq,paq,p a q,,shimelman2017,,,^ p a q $,Huangascar
Huangascar-28_causative-1,,Huangascar,28_causative,chi,chi,tʃ i,,shimelman2017,,,^ ch i $,Huangascar
Huangascar-29_certainty-1,,Huangascar,29_certainty,puni,puni,p u n i,,shimelman2017,,,^ p u n i $,Huangascar
Huangascar-30_cislocative-1,,Huangascar,30_cislocative,mu,mu,m u,,shimelman2017,,,^ m u $,Huangascar
Huangascar-31_comparative-1,,Huangascar,31_comparative,hina,hina,h i n a,,shimelman2017,,,^ h i n a $,Huangascar
Huangascar-32_conditional-1,,Huangascar,32_conditional,man,man,m a n,,shimelman2017,,,^ m a n $,Huangascar
Huangascar-33_continuative-1,,Huangascar,33_continuative,raq,raq,ɾ a q,,shimelman2017,,,^ r a q $,Huangascar
Huangascar-34_dativeilative-1,,Huangascar,34_dativeilative,man,man,m a n,,shimelman2017,,,^ m a n $,Huangascar
Huangascar-35_desirative-1,,Huangascar,35_desirative,naya,naya,n a j a,,shimelman2017,,,^ n a y a $,Huangascar
Huangascar-36_detransitivizer-1,,Huangascar,36_detransitivizer,raya,raya,ɾ a j a,,shimelman2017,,,^ r a y a $,Huangascar
Huangascar-37_diminutive-1,,Huangascar,37_diminutive,cha,cha,tʃ a,,shimelman2017,,,^ ch a $,Huangascar
Huangascar-38_discontinuative-1,,Huangascar,38_discontinuative,ña,ña,ɲ a,,shimelman2017,,,^ ñ a $,Huangascar
Huangascar-39_disjunctive-1,,Huangascar,39_disjunctive,chu,chu,tʃ u,,shimelman2017,,,^ ch u $,Huangascar
Huangascar-40_distaldemonstrative-1,,Huangascar,40_distaldemonstrative,chay,chay,tʃ a j,,shimelman2017,,,^ ch a y $,Huangascar
Huangascar-41_distalremoveddemonstrative-1,,Huangascar,41_distalremoveddemonstrative,wak,wak,w a k,,shimelman2017,,,^ w a k $,Huangascar
Huangascar-42_durative-1,,Huangascar,42_durative,chka,chka,tʃ k a,,shimelman2017,,,^ ch k a $,Huangascar
Huangascar-42_durative-2,,Huangascar,42_durative,ya,ya,j a,,shimelman2017,,,^ y a $,Huangascar
Huangascar-43_emphatic-1,,Huangascar,43_emphatic,ari,ari,a ɾ i,,shimelman2017,,,^ a r i $,Huangascar
Huangascar-43_emphatic-2,,Huangascar,43_emphatic,ya,ya,j a,,shimelman2017,,,^ y a $,Huangascar
Huangascar-44_evidentialconjectural-1,,Huangascar,44_evidentialconjectural,"tri,tr",tri,ʈ i,,shimelman2017,,,^ tr i $,Huangascar
Huangascar-44_evidentialconjectural-2,,Huangascar,44_evidentialconjectural,"tri,tr",tr,ʈ,,shimelman2017,,,^ tr $,Huangascar
Huangascar-45_evidentialdirect-1,,Huangascar,45_evidentialdirect,"mi,m",mi,m i,,shimelman2017,,,^ m i $,Huangascar
Huangascar-45_evidentialdirect-2,,Huangascar,45_evidentialdirect,"mi,m",m,m,,shimelman2017,,,^ m $,Huangascar
Huangascar-46_evidentialmodifer-1,,Huangascar,46_evidentialmodifer,ik,ik,i k,,shimelman2017,,,^ i k $,Huangascar
Huangascar-47_evidentialmodiferstrongest-1,,Huangascar,47_evidentialmodiferstrongest,iki,iki,i k i,,shimelman2017,,,^ i k i $,Huangascar
Huangascar-48_evidentialreportative-1,,Huangascar,48_evidentialreportative,"shi,sh",shi,ʃ i,,shimelman2017,,,^ sh i $,Huangascar
Huangascar-48_evidentialreportative-2,,Huangascar,48_evidentialreportative,"shi,sh",sh,ʃ,,shimelman2017,,,^ sh $,Huangascar
Huangascar-49_exceptional-1,,Huangascar,49_exceptional,"yku,yka/ika/iku",yku,j k u,,shimelman2017,,,^ y k u $,Huangascar
Huangascar-49_exceptional-2,,Huangascar,49_exceptional,"yku,yka/ika/iku",yka,j k a,,shimelman2017,,,^ y k a $,Huangascar
Huangascar-49_exceptional-3,,Huangascar,49_exceptional,"yku,yka/ika/iku",ika,i k a,,shimelman2017,,,^ i k a $,Huangascar
Huangascar-49_exceptional-4,,Huangascar,49_exceptional,"yku,yka/ika/iku",iku,i k u,,shimelman2017,,,^ i k u $,Huangascar
Huangascar-50_exclusive-1,,Huangascar,50_exclusive,pura,pura,p u ɾ a,,shimelman2017,,,^ p u r a $,Huangascar
Huangascar-51_factive-1,,Huangascar,51_factive,cha,cha,tʃ a,,shimelman2017,,,^ ch a $,Huangascar
Huangascar-52_frequentive-1,,Huangascar,52_frequentive,katra,katra,k a ʈ a,,shimelman2017,,,^ k a tr a $,Huangascar
Huangascar-53_genitive-1,,Huangascar,53_genitive,"pa,pi",pa,p a,,shimelman2017,,,^ p a $,Huangascar
Huangascar-53_genitive-2,,Huangascar,53_genitive,"pa,pi",pi,p i,,shimelman2017,,,^ p i $,Huangascar
Huangascar-54_imperative-1,,Huangascar,54_imperative,y,y,j,,shimelman2017,,,^ y $,Huangascar
Huangascar-55_inceptive-1,,Huangascar,55_inceptive,ri,ri,ɾ i,,shimelman2017,,,^ r i $,Huangascar
Huangascar-56_inchoative-1,,Huangascar,56_inchoative,ya,ya,j a,,shimelman2017,,,^ y a $,Huangascar
Huangascar-57_inclusive-1,,Huangascar,57_inclusive,ntin,ntin,n t i n,,shimelman2017,,,^ n t i n $,Huangascar
Huangascar-58_infinitive-1,,Huangascar,58_infinitive,y,y,j,,shimelman2017,,,^ y $,Huangascar
Huangascar-59_injunctive-1,,Huangascar,59_injunctive,chun,chun,tʃ u n,,shimelman2017,,,^ ch u n $,Huangascar
Huangascar-60_instrumentalcomitative-1,,Huangascar,60_instrumentalcomitative,wan,wan,w a n,,shimelman2017,,,^ w a n $,Huangascar
Huangascar-61_intensifier-1,,Huangascar,61_intensifier,ya,ya,j a,,shimelman2017,,,^ y a $,Huangascar
Huangascar-62_irreversiblechange-1,,Huangascar,62_irreversiblechange,tamu,tamu,t a m u,,shimelman2017,,,^ t a m u $,Huangascar
Huangascar-63_jointaction-1,,Huangascar,63_jointaction,"paku,paːku",paku,p a k u,,shimelman2017,,,^ p a k u $,Huangascar
Huangascar-63_jointaction-2,,Huangascar,63_jointaction,"paku,paːku",paːku,p aː k u,,shimelman2017,,,^ p aː k u $,Huangascar
Huangascar-64_limitative-1,,Huangascar,64_limitative,kama,kama,k a m a,,shimelman2017,,,^ k a m a $,Huangascar
Huangascar-65_locative-1,,Huangascar,65_locative,"pa,pi",pa,p a,,shimelman2017,,,^ p a $,Huangascar
Huangascar-65_locative-2,,Huangascar,65_locative,"pa,pi",pi,p i,,shimelman2017,,,^ p i $,Huangascar
Huangascar-66_middlevoice-1,,Huangascar,66_middlevoice,ku,ku,k u,U,shimelman2017,,,^ k u $,Huangascar
Huangascar-67_multiplepossessive-1,,Huangascar,67_multiplepossessive,sapa,sapa,s a p a,,shimelman2017,,,^ s a p a $,Huangascar
Huangascar-68_mutualbenefit-1,,Huangascar,68_mutualbenefit,puku,puku,p u k u,,shimelman2017,,,^ p u k u $,Huangascar
Huangascar-69_negation-1,,Huangascar,69_negation,chu,chu,tʃ u,,shimelman2017,,,^ ch u $,Huangascar
Huangascar-70_nominalizerna-1,,Huangascar,70_nominalizerna,na,na,n a,,shimelman2017,,,^ n a $,Huangascar
Huangascar-71_nonexhaustive-1,,Huangascar,71_nonexhaustive,kuna,kuna,k u n a,,shimelman2017,,,^ k u n a $,Huangascar
Huangascar-72_partnership-1,,Huangascar,72_partnership,masi,masi,m a s i,,shimelman2017,,,^ m a s i $,Huangascar
Huangascar-73_passiveaccidental-1,,Huangascar,73_passiveaccidental,ka,ka,k a,,shimelman2017,,,^ k a $,Huangascar
Huangascar-74_pasttense-1,,Huangascar,74_pasttense,rqa,rqa,ɾ q a,,shimelman2017,,,^ r q a $,Huangascar
Huangascar-75_perfect-1,,Huangascar,75_perfect,"sha,sa",sha,ʃ a,,shimelman2017,,,^ sh a $,Huangascar
Huangascar-75_perfect-2,,Huangascar,75_perfect,"sha,sa",sa,s a,,shimelman2017,,,^ s a $,Huangascar
Huangascar-76_perfectivizer-1,,Huangascar,76_perfectivizer,"sha,sa",sha,ʃ a,nmlz,shimelman2017,,,^ sh a $,Huangascar
Huangascar-76_perfectivizer-2,,Huangascar,76_perfectivizer,"sha,sa",sa,s a,nmlz,shimelman2017,,,^ s a $,Huangascar
Huangascar-77_plural-1,,Huangascar,77_plural,kuna,kuna,k u n a,,shimelman2017,,,^ k u n a $,Huangascar
Huangascar-78_possessive-1,,Huangascar,78_possessive,yuq,yuq,j o q,,shimelman2017,,,^ y uq $,Huangascar
Huangascar-79_prohibitive-1,,Huangascar,79_prohibitive,ama,ama,a m a,,shimelman2017,,,^ a m a $,Huangascar
Huangascar-80_proximaldemonstrative-1,,Huangascar,80_proximaldemonstrative,kay,kay,k a j,,shimelman2017,,,^ k a y $,Huangascar
Huangascar-81_purposive-1,,Huangascar,81_purposive,paq,paq,p a q,,shimelman2017,,,^ p a q $,Huangascar
Huangascar-82_reason-1,,Huangascar,82_reason,rayku,rayku,ɾ a j k u,,shimelman2017,,,^ r a y k u $,Huangascar
Huangascar-83_reciprocal-1,,Huangascar,83_reciprocal,"naku,naka",naku,n a k u,,shimelman2017,,,^ n a k u $,Huangascar
Huangascar-83_reciprocal-2,,Huangascar,83_reciprocal,"naku,naka",naka,n a k a,,shimelman2017,,,^ n a k a $,Huangascar
Huangascar-84_repetitive-1,,Huangascar,84_repetitive,pa,pa,p a,,shimelman2017,,,^ p a $,Huangascar
Huangascar-85_reportativepasttense-1,,Huangascar,85_reportativepasttense,shqa,shqa,ʃ q a,,shimelman2017,,,^ sh q a $,Huangascar
Huangascar-86_restrictive-1,,Huangascar,86_restrictive,lla,lla,ʎ a,,shimelman2017,,,^ ll a $,Huangascar
Huangascar-87_sequential-1,,Huangascar,87_sequential,taq,taq,t a q,,shimelman2017,,,^ t a q $,Huangascar
Huangascar-88_simulative-1,,Huangascar,88_simulative,tuku,tuku,t u k u,,shimelman2017,,,^ t u k u $,Huangascar
Huangascar-89_subordinatoradverbial-1,,Huangascar,89_subordinatoradverbial,shtin,shtin,ʃ t i n,,shimelman2017,,,^ sh t i n $,Huangascar
Huangascar-90_subordinatoridsub-1,,Huangascar,90_subordinatoridsub,shpa,shpa,ʃ p a,,shimelman2017,,,^ sh p a $,Huangascar
Huangascar-91_suboridnatordiffsub-1,,Huangascar,91_suboridnatordiffsub,pti,pti,p t i,,shimelman2017,,,^ p t i $,Huangascar
Huangascar-92_topic-1,,Huangascar,92_topic,qa,qa,q a,,shimelman2017,,,^ q a $,Huangascar
Huangascar-93_translocative-1,,Huangascar,93_translocative,"pu,pa",pu,p u,,shimelman2017,,,^ p u $,Huangascar
Huangascar-93_translocative-2,,Huangascar,93_translocative,"pu,pa",pa,p a,,shimelman2017,,,^ p a $,Huangascar
Huangascar-94_uninterruptedaction-1,,Huangascar,94_uninterruptedaction,ra,ra,ɾ a,,shimelman2017,,,^ r a $,Huangascar
Huangascar-95_urgent-1,,Huangascar,95_urgent,"ru,ra",ru,ɾ u,,shimelman2017,,,^ r u $,Huangascar
Huangascar-95_urgent-2,,Huangascar,95_urgent,"ru,ra",ra,ɾ a,,shimelman2017,,,^ r a $,Huangascar
Huangascar-96_verbalizer-1,,Huangascar,96_verbalizer,na,na,n a,some reciprocal action,shimelman2017,,,^ n a $,Huangascar
HuarazHuailas-1_1object-1,,HuarazHuailas,1_1object,ma,ma,m a,,parker1976,,,^ m a $,HuarazHuailas
HuarazHuailas-97_1plexclusive-1,,HuarazHuailas,97_1plexclusive,yaa,yaa,j aː,,parker1976,,,^ y aa $,HuarazHuailas
HuarazHuailas-3_1plpossessor-1,,HuarazHuailas,3_1plpossessor,"ntsik, nintsik",ntsik,n ts i k,-ni eufónico en C#/ V# La distinción entre EXCL e INCL no se recoje en la flexión nominal.,parker1976,,,^ n ts i k $,HuarazHuailas
HuarazHuailas-3_1plpossessor-2,,HuarazHuailas,3_1plpossessor,"ntsik, nintsik",nintsik,n i n ts i k,-ni eufónico en C#/ V# La distinción entre EXCL e INCL no se recoje en la flexión nominal.,parker1976,,,^ n i n ts i k $,HuarazHuailas
HuarazHuailas-4_1plverbal-1,,HuarazHuailas,4_1plverbal,ntsik,ntsik,n ts i k,,parker1976,,,^ n ts i k $,HuarazHuailas
HuarazHuailas-5_1plverbalconditional-1,,HuarazHuailas,5_1plverbalconditional,yaaman,yaaman,j aː m a n,,parker1976,,,^ y aa m a n $,HuarazHuailas
HuarazHuailas-6_1plverbalfuture-1,,HuarazHuailas,6_1plverbalfuture,shun,shun,ʃ u n,,parker1976,,,^ sh u n $,HuarazHuailas
HuarazHuailas-7_1spossessor-1,,HuarazHuailas,7_1spossessor,tantaː,tantaː,t a n t aː/a + ø/a,-nii si la raíz = C# /V:#,parker1976,,,^ tantaː $,HuarazHuailas
HuarazHuailas-167_1ssubject2sobject-1,,HuarazHuailas,167_1ssubject2sobject,q,q,q,,parker1976,,,^ q $,HuarazHuailas
HuarazHuailas-8_1ssubject2sobjectfuture-1,,HuarazHuailas,8_1ssubject2sobjectfuture,shqayki,shqayki,ʃ q a j k i,,parker1976,,,^ sh q a y k i $,HuarazHuailas
HuarazHuailas-9_1sverbal-1,,HuarazHuailas,9_1sverbal,kaː,kaː,k aː/a + ø/a,,parker1976,,,^ kaː $,HuarazHuailas
HuarazHuailas-10_1sverbalfuture-1,,HuarazHuailas,10_1sverbalfuture,shaq,shaq,ʃ a q,,parker1976,,,^ sh a q $,HuarazHuailas
HuarazHuailas-198_2plsubject-1,,HuarazHuailas,198_2plsubject,yaanki,yaanki,j aː n k i,,parker1976,,,^ y aa n k i $,HuarazHuailas
HuarazHuailas-14_2ssubject1sobject-1,,HuarazHuailas,14_2ssubject1sobject,maanki,maanki,m aː n k i,,parker1976,,,^ m aa n k i $,HuarazHuailas
HuarazHuailas-15_2sverbal-1,,HuarazHuailas,15_2sverbal,nki,nki,n k i,misma forma para el futuro,parker1976,,,^ n k i $,HuarazHuailas
HuarazHuailas-199_3plsubject-1,,HuarazHuailas,199_3plsubject,yaan,yaan,j aː n,,parker1976,,,^ y aa n $,HuarazHuailas
HuarazHuailas-16_3sfuture-1,,HuarazHuailas,16_3sfuture,nqa,nqa,n q a,,parker1976,,,^ n q a $,HuarazHuailas
HuarazHuailas-17_3spossessor-1,,HuarazHuailas,17_3spossessor,n,n,n,,parker1976,,,^ n $,HuarazHuailas
HuarazHuailas-18_3ssubject1plobject-1,,HuarazHuailas,18_3ssubject1plobject,maantsik,maantsik,m aː n ts i k,,parker1976,,,^ m aa n ts i k $,HuarazHuailas
HuarazHuailas-19_3ssubject1sobject-1,,HuarazHuailas,19_3ssubject1sobject,maan,maan,m aː n,,parker1976,,,^ m aa n $,HuarazHuailas
HuarazHuailas-20_3ssubject2sobject-1,,HuarazHuailas,20_3ssubject2sobject,shunki,shunki,ʃ u n k i,,parker1976,,,^ sh u n k i $,HuarazHuailas
HuarazHuailas-21_3sverbal-1,,HuarazHuailas,21_3sverbal,n,n,n,,parker1976,,,^ n $,HuarazHuailas
HuarazHuailas-22_ablative-1,,HuarazHuailas,22_ablative,mampa,mampa,m a m p a,phon. alternation of manta,parker1976,,,^ m a m p a $,HuarazHuailas
HuarazHuailas-22_ablative-2,,HuarazHuailas,22_ablative,"peq, pita",peq,p e q,'de’ ‘desde’,parker1976,,,^ p e q $,HuarazHuailas
HuarazHuailas-22_ablative-3,,HuarazHuailas,22_ablative,"peq, pita",pita,p i t a,'de’ ‘desde’,parker1976,,,^ p i t a $,HuarazHuailas
HuarazHuailas-24_accusative-1,,HuarazHuailas,24_accusative,ta,ta,t a,,parker1976,,,^ t a $,HuarazHuailas
HuarazHuailas-26_agentive-1,,HuarazHuailas,26_agentive,q,q,q,,parker1976,,,^ q $,HuarazHuailas
HuarazHuailas-27_benefactive-1,,HuarazHuailas,27_benefactive,"paq,shi",paq,p a q,paa Raimondi y huari,parker1976,,,^ p a q $,HuarazHuailas
HuarazHuailas-27_benefactive-2,,HuarazHuailas,27_benefactive,"paq,shi",shi,ʃ i,paa Raimondi y huari,parker1976,,,^ sh i $,HuarazHuailas
HuarazHuailas-200_caredaction-1,,HuarazHuailas,200_caredaction,chaku,chaku,tʃ a k u,U = vocal cerrada que se vuelve abierta en ciertos contextos,parker1976,,,^ ch a k u $,HuarazHuailas
HuarazHuailas-30_cislocative-1,,HuarazHuailas,30_cislocative,mu,mu,m u,,parker1976,,,^ m u $,HuarazHuailas
HuarazHuailas-31_comparative-1,,HuarazHuailas,31_comparative,naw,naw,n a w,,parker1976,,,^ n a w $,HuarazHuailas
HuarazHuailas-32_conditional-1,,HuarazHuailas,32_conditional,man,man,m a n,,parker1976,,,^ m a n $,HuarazHuailas
HuarazHuailas-33_continuative-1,,HuarazHuailas,33_continuative,raa,raa,ɾ aː,,parker1976,,,^ r aa $,HuarazHuailas
HuarazHuailas-34_dativeilative-1,,HuarazHuailas,34_dativeilative,man,man,m a n,,parker1976,,,^ m a n $,HuarazHuailas
HuarazHuailas-35_desirative-1,,HuarazHuailas,35_desirative,na,na,n a,,parker1976,,,^ n a $,HuarazHuailas
HuarazHuailas-35_desirative-2,,HuarazHuailas,35_desirative,naa,naa,n aː,,parker1976,,,^ n aa $,HuarazHuailas
HuarazHuailas-179_directionalinside-1,,HuarazHuailas,179_directionalinside,ykU,ykU,j k u,,parker1976,,,^ y k U $,HuarazHuailas
HuarazHuailas-181_directionaldown-1,,HuarazHuailas,181_directionaldown,rpu,rpu,ɾ p u,,parker1976,,,^ r p u $,HuarazHuailas
HuarazHuailas-182_directionalup-1,,HuarazHuailas,182_directionalup,rku,rku,ɾ k u,,parker1976,,,^ r k u $,HuarazHuailas
