ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
Cacra-Hongos-61_intensifier-2,,Cacra-Hongos,61_intensifier,"lu,la",la,l a,,shimelman2017,,,^ l a $,Cacra-Hongos
Cacra-Hongos-61_intensifier-3,,Cacra-Hongos,61_intensifier,ya,ya,j a,,shimelman2017,,,^ y a $,Cacra-Hongos
Cacra-Hongos-62_irreversiblechange-1,,Cacra-Hongos,62_irreversiblechange,tamu,tamu,t a m u,,shimelman2017,,,^ t a m u $,Cacra-Hongos
Cacra-Hongos-63_jointaction-1,,Cacra-Hongos,63_jointaction,"paku,paːku",paku,p a k u,,shimelman2017,,,^ p a k u $,Cacra-Hongos
Cacra-Hongos-63_jointaction-2,,Cacra-Hongos,63_jointaction,"paku,paːku",paːku,p aː k u,,shimelman2017,,,^ p aː k u $,Cacra-Hongos
Cacra-Hongos-64_limitative-1,,Cacra-Hongos,64_limitative,kama,kama,k a m a,,shimelman2017,,,^ k a m a $,Cacra-Hongos
Cacra-Hongos-65_locative-1,,Cacra-Hongos,65_locative,"pa,pi",pa,p a,,shimelman2017,,,^ p a $,Cacra-Hongos
Cacra-Hongos-65_locative-2,,Cacra-Hongos,65_locative,"pa,pi",pi,p i,,shimelman2017,,,^ p i $,Cacra-Hongos
Cacra-Hongos-65_locative-3,,Cacra-Hongos,65_locative,traw,traw,ʈ a w,,shimelman2017,,,^ tr a w $,Cacra-Hongos
Cacra-Hongos-66_middlevoice-1,,Cacra-Hongos,66_middlevoice,ku,ku,k u,U,shimelman2017,,,^ k u $,Cacra-Hongos
Cacra-Hongos-67_multiplepossessive-1,,Cacra-Hongos,67_multiplepossessive,sapa,sapa,s a p a,,shimelman2017,,,^ s a p a $,Cacra-Hongos
Cacra-Hongos-68_mutualbenefit-1,,Cacra-Hongos,68_mutualbenefit,puku,puku,p u k u,,shimelman2017,,,^ p u k u $,Cacra-Hongos
Cacra-Hongos-69_negation-1,,Cacra-Hongos,69_negation,chu,chu,tʃ u,,shimelman2017,,,^ ch u $,Cacra-Hongos
Cacra-Hongos-70_nominalizerna-1,,Cacra-Hongos,70_nominalizerna,na,na,n a,,shimelman2017,,,^ n a $,Cacra-Hongos
Cacra-Hongos-71_nonexhaustive-1,,Cacra-Hongos,71_nonexhaustive,kuna,kuna,k u n a,,shimelman2017,,,^ k u n a $,Cacra-Hongos
Cacra-Hongos-72_partnership-1,,Cacra-Hongos,72_partnership,masi,masi,m a s i,,shimelman2017,,,^ m a s i $,Cacra-Hongos
Cacra-Hongos-73_passiveaccidental-1,,Cacra-Hongos,73_passiveaccidental,ka,ka,k a,,shimelman2017,,,^ k a $,Cacra-Hongos
Cacra-Hongos-74_pasttense-1,,Cacra-Hongos,74_pasttense,lqa,lqa,l q a,,shimelman2017,,,^ l q a $,Cacra-Hongos
Cacra-Hongos-75_perfect-1,,Cacra-Hongos,75_perfect,"sha,sa",sha,ʃ a,,shimelman2017,,,^ sh a $,Cacra-Hongos
Cacra-Hongos-75_perfect-2,,Cacra-Hongos,75_perfect,"sha,sa",sa,s a,,shimelman2017,,,^ s a $,Cacra-Hongos
Cacra-Hongos-76_perfectivizer-1,,Cacra-Hongos,76_perfectivizer,"sha,sa",sha,ʃ a,nmlz,shimelman2017,,,^ sh a $,Cacra-Hongos
Cacra-Hongos-76_perfectivizer-2,,Cacra-Hongos,76_perfectivizer,"sha,sa",sa,s a,nmlz,shimelman2017,,,^ s a $,Cacra-Hongos
Cacra-Hongos-77_plural-1,,Cacra-Hongos,77_plural,kuna,kuna,k u n a,,shimelman2017,,,^ k u n a $,Cacra-Hongos
Cacra-Hongos-78_possessive-1,,Cacra-Hongos,78_possessive,yuq,yuq,j o q,,shimelman2017,,,^ y uq $,Cacra-Hongos
Cacra-Hongos-79_prohibitive-1,,Cacra-Hongos,79_prohibitive,ama,ama,a m a,,shimelman2017,,,^ a m a $,Cacra-Hongos
Cacra-Hongos-80_proximaldemonstrative-1,,Cacra-Hongos,80_proximaldemonstrative,kay,kay,k a j,,shimelman2017,,,^ k a y $,Cacra-Hongos
Cacra-Hongos-81_purposive-1,,Cacra-Hongos,81_purposive,paq,paq,p a q,,shimelman2017,,,^ p a q $,Cacra-Hongos
Cacra-Hongos-82_reason-1,,Cacra-Hongos,82_reason,rayku,rayku,ɾ a j k u,,shimelman2017,,,^ r a y k u $,Cacra-Hongos
Cacra-Hongos-83_reciprocal-1,,Cacra-Hongos,83_reciprocal,"naku,naka",naku,n a k u,,shimelman2017,,,^ n a k u $,Cacra-Hongos
Cacra-Hongos-83_reciprocal-2,,Cacra-Hongos,83_reciprocal,"naku,naka",naka,n a k a,,shimelman2017,,,^ n a k a $,Cacra-Hongos
Cacra-Hongos-84_repetitive-1,,Cacra-Hongos,84_repetitive,pa,pa,p a,,shimelman2017,,,^ p a $,Cacra-Hongos
Cacra-Hongos-85_reportativepasttense-1,,Cacra-Hongos,85_reportativepasttense,shqa,shqa,ʃ q a,,shimelman2017,,,^ sh q a $,Cacra-Hongos
Cacra-Hongos-86_restrictive-1,,Cacra-Hongos,86_restrictive,lla,lla,ʎ a,,shimelman2017,,,^ ll a $,Cacra-Hongos
Cacra-Hongos-87_sequential-1,,Cacra-Hongos,87_sequential,taq,taq,t a q,,shimelman2017,,,^ t a q $,Cacra-Hongos
Cacra-Hongos-88_simulative-1,,Cacra-Hongos,88_simulative,tuku,tuku,t u k u,,shimelman2017,,,^ t u k u $,Cacra-Hongos
Cacra-Hongos-89_subordinatoradverbial-1,,Cacra-Hongos,89_subordinatoradverbial,shtin,shtin,ʃ t i n,,shimelman2017,,,^ sh t i n $,Cacra-Hongos
Cacra-Hongos-90_subordinatoridsub-1,,Cacra-Hongos,90_subordinatoridsub,shpa,shpa,ʃ p a,,shimelman2017,,,^ sh p a $,Cacra-Hongos
Cacra-Hongos-91_suboridnatordiffsub-1,,Cacra-Hongos,91_suboridnatordiffsub,pti,pti,p t i,,shimelman2017,,,^ p t i $,Cacra-Hongos
Cacra-Hongos-92_topic-1,,Cacra-Hongos,92_topic,qa,qa,q a,,shimelman2017,,,^ q a $,Cacra-Hongos
Cacra-Hongos-93_translocative-1,,Cacra-Hongos,93_translocative,"pu,pa",pu,p u,,shimelman2017,,,^ p u $,Cacra-Hongos
Cacra-Hongos-93_translocative-2,,Cacra-Hongos,93_translocative,"pu,pa",pa,p a,,shimelman2017,,,^ p a $,Cacra-Hongos
Cacra-Hongos-94_uninterruptedaction-1,,Cacra-Hongos,94_uninterruptedaction,la,la,l a,,shimelman2017,,,^ l a $,Cacra-Hongos
Cacra-Hongos-96_verbalizer-1,,Cacra-Hongos,96_verbalizer,na,na,n a,some reciprocal action,shimelman2017,,,^ n a $,Cacra-Hongos
Cajamarca-1_1object-1,,Cajamarca,1_1object,wa,wa,w a,also 3>1,quesada2006,,,^ w a $,Cajamarca
Cajamarca-2_1subject2object-1,,Cajamarca,2_1subject2object,yki,yki,i k i,,quesada2006,,,^ yki $,Cajamarca
Cajamarca-136_1subject2objecthabitualpast-1,,Cajamarca,136_1subject2objecthabitualpast,shu yki,shu yki,ʃ u + i k i,,quesada2006,,,^ sh u + yki $,Cajamarca
Cajamarca-3_1plpossessor-1,,Cajamarca,3_1plpossessor,nchik,nchik,n tʃ i k,,quesada2006,,,^ n ch i k $,Cajamarca
Cajamarca-4_1plverbal-1,,Cajamarca,4_1plverbal,nchik,nchik,n tʃ i k,,quesada2006,,,^ n ch i k $,Cajamarca
Cajamarca-6_1plverbalfuture-1,,Cajamarca,6_1plverbalfuture,shun,shun,ʃ u n,,quesada2006,,,^ sh u n $,Cajamarca
Cajamarca-7_1spossessor-1,,Cajamarca,7_1spossessor,tanta-y,tanta-y,t a n t a + j,,quesada2006,,,^ t a n t a - y $,Cajamarca
Cajamarca-8_1ssubject2sobjectfuture-1,,Cajamarca,8_1ssubject2sobjectfuture,su q,su q,s u + χ,,quesada2006,,,^ s u + q $,Cajamarca
Cajamarca-9_1sverbal-1,,Cajamarca,9_1sverbal,ka-ni,ka-ni,k a + n i,,quesada2006,,,^ k a - n i $,Cajamarca
Cajamarca-10_1sverbalfuture-1,,Cajamarca,10_1sverbalfuture,shqa,shqa,ʃ χ a,,quesada2006,,,^ sh q a $,Cajamarca
Cajamarca-13_2spossessor-1,,Cajamarca,13_2spossessor,yki,yki,i k i,,quesada2006,,,^ yki $,Cajamarca
Cajamarca-15_2sverbal-1,,Cajamarca,15_2sverbal,nki,nki,n k i,,quesada2006,,,^ n k i $,Cajamarca
Cajamarca-16_3sfuture-1,,Cajamarca,16_3sfuture,nqa,nqa,n χ a,,quesada2006,,,^ n q a $,Cajamarca
Cajamarca-17_3spossessor-1,,Cajamarca,17_3spossessor,n,n,n,,quesada2006,,,^ n $,Cajamarca
Cajamarca-21_3sverbal-1,,Cajamarca,21_3sverbal,n,n,n,,quesada2006,,,^ n $,Cajamarca
Cajamarca-22_ablative-1,,Cajamarca,22_ablative,manta,manta,m a n t a,,quesada2006,,,^ m a n t a $,Cajamarca
Cajamarca-24_accusative-1,,Cajamarca,24_accusative,ta,ta,t a,,quesada2006,,,^ t a $,Cajamarca
Cajamarca-25_additive-1,,Cajamarca,25_additive,pis,pis,p i s,,quesada2006,,,^ p i s $,Cajamarca
Cajamarca-137_adjacentsituation-1,,Cajamarca,137_adjacentsituation,nti,nti,n t i,,quesada2006,,,^ n t i $,Cajamarca
Cajamarca-26_agentive-1,,Cajamarca,26_agentive,q,q,χ,,quesada2006,,,^ q $,Cajamarca
Cajamarca-27_benefactive-1,,Cajamarca,27_benefactive,paq,paq,p a χ,,quesada2006,,,^ p a q $,Cajamarca
Cajamarca-138_better-1,,Cajamarca,138_better,chka,chka,tʃ k a,“I better run”,quesada2006,,,^ ch k a $,Cajamarca
Cajamarca-123_categoricquestion-1,,Cajamarca,123_categoricquestion,taq,taq,t a χ,,quesada2006,,,^ t a q $,Cajamarca
Cajamarca-28_causative-1,,Cajamarca,28_causative,chi,chi,tʃ i,,quesada2006,,,^ ch i $,Cajamarca
Cajamarca-30_cislocative-1,,Cajamarca,30_cislocative,mu,mu,m u,,quesada2006,,,^ m u $,Cajamarca
Cajamarca-31_comparative-1,,Cajamarca,31_comparative,shina,shina,ʃ i n a,,quesada2006,,,^ sh i n a $,Cajamarca
Cajamarca-32_conditional-1,,Cajamarca,32_conditional,man,man,m a n,,quesada2006,,,^ m a n $,Cajamarca
Cajamarca-33_continuative-1,,Cajamarca,33_continuative,raq,raq,ɾ a χ,,quesada2006,,,^ r a q $,Cajamarca
Cajamarca-34_dativeilative-1,,Cajamarca,34_dativeilative,man,man,m a n,,quesada2006,,,^ m a n $,Cajamarca
Cajamarca-35_desirative-1,,Cajamarca,35_desirative,na,na,n a,,quesada2006,,,^ n a $,Cajamarca
Cajamarca-42_durative-1,,Cajamarca,42_durative,iya,iya,i j a,,quesada2006,,,^ i y a $,Cajamarca
Cajamarca-43_emphatic-1,,Cajamarca,43_emphatic,ri,ri,ɾ i,,quesada2006,,,^ r i $,Cajamarca
Cajamarca-44_evidentialconjectural-1,,Cajamarca,44_evidentialconjectural,chi,chi,tʃ i,,quesada2006,,,^ ch i $,Cajamarca
Cajamarca-45_evidentialdirect-1,,Cajamarca,45_evidentialdirect,mi,mi,m i,,quesada2006,,,^ m i $,Cajamarca
Cajamarca-48_evidentialreportative-1,,Cajamarca,48_evidentialreportative,shi,shi,ʃ i,,quesada2006,,,^ sh i $,Cajamarca
Cajamarca-50_exclusive-1,,Cajamarca,50_exclusive,pura,pura,p u ɾ a,,quesada2006,,,^ p u r a $,Cajamarca
Cajamarca-51_factive-1,,Cajamarca,51_factive,cha,cha,tʃ a,,quesada2006,,,^ ch a $,Cajamarca
Cajamarca-52_frequentive-1,,Cajamarca,52_frequentive,kacha,kacha,k a tʃ a,,quesada2006,,,^ k a ch a $,Cajamarca
Cajamarca-53_genitive-1,,Cajamarca,53_genitive,pa,pa,p a,,quesada2006,,,^ p a $,Cajamarca
Cajamarca-139_habitualpast-1,,Cajamarca,139_habitualpast,kaq,kaq,k a χ,ka-q,quesada2006,,,^ k a q $,Cajamarca
Cajamarca-54_imperative-1,,Cajamarca,54_imperative,y,y,j,,quesada2006,,,^ y $,Cajamarca
Cajamarca-55_inceptive-1,,Cajamarca,55_inceptive,ri,ri,ɾ i,,quesada2006,,,^ r i $,Cajamarca
Cajamarca-56_inchoative-1,,Cajamarca,56_inchoative,ya,ya,j a,,quesada2006,,,^ y a $,Cajamarca
Cajamarca-58_infinitive-1,,Cajamarca,58_infinitive,y,y,j,,quesada2006,,,^ y $,Cajamarca
Cajamarca-60_instrumentalcomitative-1,,Cajamarca,60_instrumentalcomitative,wan,wan,w a n,,quesada2006,,,^ w a n $,Cajamarca
Cajamarca-64_limitative-1,,Cajamarca,64_limitative,kaman,kaman,k a m a n,,quesada2006,,,^ k a m a n $,Cajamarca
Cajamarca-65_locative-1,,Cajamarca,65_locative,pi,pi,p i,,quesada2006,,,^ p i $,Cajamarca
Cajamarca-66_middlevoice-1,,Cajamarca,66_middlevoice,ku,ku,k u,U,quesada2006,,,^ k u $,Cajamarca
Cajamarca-67_multiplepossessive-1,,Cajamarca,67_multiplepossessive,sapa,sapa,s a p a,,quesada2006,,,^ s a p a $,Cajamarca
Cajamarca-69_negation-1,,Cajamarca,69_negation,chu,chu,tʃ u,,quesada2006,,,^ ch u $,Cajamarca
Cajamarca-70_nominalizerna-1,,Cajamarca,70_nominalizerna,na,na,n a,,quesada2006,,,^ n a $,Cajamarca
Cajamarca-72_partnership-1,,Cajamarca,72_partnership,masi,masi,m a s i,,quesada2006,,,^ m a s i $,Cajamarca
Cajamarca-74_pasttense-1,,Cajamarca,74_pasttense,"rqa, ra",rqa,ɾ χ a,,quesada2006,,,^ r q a $,Cajamarca
Cajamarca-74_pasttense-2,,Cajamarca,74_pasttense,"rqa, ra",ra,ɾ a,,quesada2006,,,^ r a $,Cajamarca
Cajamarca-75_perfect-1,,Cajamarca,75_perfect,"sqa, a",sqa,s χ a,,quesada2006,,,^ s q a $,Cajamarca
Cajamarca-75_perfect-2,,Cajamarca,75_perfect,"sqa, a",a,a,,quesada2006,,,^ a $,Cajamarca
Cajamarca-76_perfectivizer-1,,Cajamarca,76_perfectivizer,sqa,sqa,s χ a,,quesada2006,,,^ s q a $,Cajamarca
Cajamarca-77_plural-1,,Cajamarca,77_plural,kuna,kuna,k u n a,,quesada2006,,,^ k u n a $,Cajamarca
Cajamarca-78_possessive-1,,Cajamarca,78_possessive,yuq,yuq,j u χ,,quesada2006,,,^ y u q $,Cajamarca
Cajamarca-82_reason-1,,Cajamarca,82_reason,rayku,rayku,ɾ a j k u,,quesada2006,,,^ r a y k u $,Cajamarca
Cajamarca-83_reciprocal-1,,Cajamarca,83_reciprocal,na,na,n a,,quesada2006,,,^ n a $,Cajamarca
Cajamarca-86_restrictive-1,,Cajamarca,86_restrictive,lla,lla,ʎ a,"solamente,  nomás",quesada2006,,,^ ll a $,Cajamarca
Cajamarca-87_sequential-1,,Cajamarca,87_sequential,taq,taq,t a χ,,quesada2006,,,^ t a q $,Cajamarca
Cajamarca-88_simulative-1,,Cajamarca,88_simulative,ti,ti,t i,,quesada2006,,,^ t i $,Cajamarca
Cajamarca-89_subordinatoradverbial-1,,Cajamarca,89_subordinatoradverbial,shti,shti,ʃ t i,“acción que es columinación de otra”,quesada2006,,,^ sh t i $,Cajamarca
Cajamarca-90_subordinatoridsub-1,,Cajamarca,90_subordinatoridsub,shpa,shpa,ʃ p a,,quesada2006,,,^ sh p a $,Cajamarca
Cajamarca-91_suboridnatordiffsub-1,,Cajamarca,91_suboridnatordiffsub,pti,pti,p t i,,quesada2006,,,^ p t i $,Cajamarca
Cajamarca-92_topic-1,,Cajamarca,92_topic,qa,qa,χ a,,quesada2006,,,^ q a $,Cajamarca
Cajamarca-93_translocative-1,,Cajamarca,93_translocative,pa,pa,p a,,quesada2006,,,^ p a $,Cajamarca
Cajamarca-96_verbalizer-1,,Cajamarca,96_verbalizer,na,na,n a,,quesada2006,,,^ n a $,Cajamarca
Chachapoyas-1_1object-1,,Chachapoyas,1_1object,wa,wa,w a,,taylor1979,,,^ w a $,Chachapoyas
Chachapoyas-2_1subject2object-1,,Chachapoyas,2_1subject2object,yki,yki,i k i,,taylor1979,,,^ yk i $,Chachapoyas
Chachapoyas-3_1plpossessor-1,,Chachapoyas,3_1plpossessor,nči,nči,n tʃ i,,taylor1979,,,^ n č i $,Chachapoyas
Chachapoyas-6_1plverbalfuture-1,,Chachapoyas,6_1plverbalfuture,šunči,šunči,ʃ u n tʃ i,,taylor1979,,,^ š u n č i $,Chachapoyas
Chachapoyas-7_1spossessor-1,,Chachapoyas,7_1spossessor,tanta-y,tanta-y,t a n t a + j,,taylor1979,,,^ t a n t a - y $,Chachapoyas
Chachapoyas-9_1sverbal-1,,Chachapoyas,9_1sverbal,ka-ni,ka-ni,k a + n i,,taylor1979,,,^ k a - n i $,Chachapoyas
Chachapoyas-10_1sverbalfuture-1,,Chachapoyas,10_1sverbalfuture,ša,ša,ʃ a,,taylor1979,,,^ š a $,Chachapoyas
Chachapoyas-13_2spossessor-1,,Chachapoyas,13_2spossessor,yki,yki,i k i,,taylor1979,,,^ yk i $,Chachapoyas
Chachapoyas-15_2sverbal-1,,Chachapoyas,15_2sverbal,nki,nki,n k i,,taylor1979,,,^ n k i $,Chachapoyas
Chachapoyas-17_3spossessor-1,,Chachapoyas,17_3spossessor,n,n,n,,taylor1979,,,^ n $,Chachapoyas
Chachapoyas-20_3ssubject2sobject-1,,Chachapoyas,20_3ssubject2sobject,šu,šu,ʃ u,lamas: not restricted to 3Subjet,taylor1979,,,^ š u $,Chachapoyas
Chachapoyas-22_ablative-1,,Chachapoyas,22_ablative,manta,manta,m a n t a,,taylor1979,,,^ m a n t a $,Chachapoyas
Chachapoyas-24_accusative-1,,Chachapoyas,24_accusative,ta,ta,t a,,taylor1979,,,^ t a $,Chachapoyas
Chachapoyas-26_agentive-1,,Chachapoyas,26_agentive,k,k,k,,taylor1979,,,^ k $,Chachapoyas
Chachapoyas-140_assimilative-1,,Chachapoyas,140_assimilative,"yupay, šina",yupay,j u p a j,,taylor1979,,,^ y u p a y $,Chachapoyas
Chachapoyas-140_assimilative-2,,Chachapoyas,140_assimilative,"yupay, šina",šina,ʃ i n a,,taylor1979,,,^ š i n a $,Chachapoyas
Chachapoyas-27_benefactive-1,,Chachapoyas,27_benefactive,pa,pa,p a,same as genitive,taylor1979,,,^ p a $,Chachapoyas
Chachapoyas-28_causative-1,,Chachapoyas,28_causative,či,či,tʃ i,taylor says factitive? weird,taylor1979,,,^ č i $,Chachapoyas
Chachapoyas-30_cislocative-1,,Chachapoyas,30_cislocative,mu,mu,m u,,taylor1979,,,^ m u $,Chachapoyas
Chachapoyas-32_conditional-1,,Chachapoyas,32_conditional,man,man,m a n,,taylor1979,,,^ m a n $,Chachapoyas
Chachapoyas-34_dativeilative-1,,Chachapoyas,34_dativeilative,man,man,m a n,,taylor1979,,,^ m a n $,Chachapoyas
Chachapoyas-35_desirative-1,,Chachapoyas,35_desirative,naya,naya,n a j a,,taylor1979,,,^ n a y a $,Chachapoyas
Chachapoyas-42_durative-1,,Chachapoyas,42_durative,yka,yka,i k a,,taylor1979,,,^ yk a $,Chachapoyas
Chachapoyas-44_evidentialconjectural-1,,Chachapoyas,44_evidentialconjectural,ča,ča,tʃ a,,taylor1979,,,^ č a $,Chachapoyas
Chachapoyas-45_evidentialdirect-1,,Chachapoyas,45_evidentialdirect,mi,mi,m i,,taylor1979,,,^ m i $,Chachapoyas
Chachapoyas-48_evidentialreportative-1,,Chachapoyas,48_evidentialreportative,ši,ši,ʃ i,,taylor1979,,,^ š i $,Chachapoyas
Chachapoyas-50_exclusive-1,,Chachapoyas,50_exclusive,pura,pura,p u r a,„only men“,taylor1979,,,^ p u r a $,Chachapoyas
Chachapoyas-51_factive-1,,Chachapoyas,51_factive,ča,ča,tʃ a,to make,taylor1979,,,^ č a $,Chachapoyas
Chachapoyas-53_genitive-1,,Chachapoyas,53_genitive,pa,pa,p a,,taylor1979,,,^ p a $,Chachapoyas
Chachapoyas-54_imperative-1,,Chachapoyas,54_imperative,y,y,j,,taylor1979,,,^ y $,Chachapoyas
Chachapoyas-55_inceptive-1,,Chachapoyas,55_inceptive,ri,ri,r i,puntual,taylor1979,,,^ r i $,Chachapoyas
Chachapoyas-56_inchoative-1,,Chachapoyas,56_inchoative,ya,ya,j a,to become,taylor1979,,,^ y a $,Chachapoyas
Chachapoyas-57_inclusive-1,,Chachapoyas,57_inclusive,ntin,ntin,n t i n,colectivo,taylor1979,,,^ n t i n $,Chachapoyas
Chachapoyas-58_infinitive-1,,Chachapoyas,58_infinitive,y,y,j,,taylor1979,,,^ y $,Chachapoyas
Chachapoyas-59_injunctive-1,,Chachapoyas,59_injunctive,čun,čun,tʃ u n,,taylor1979,,,^ č u n $,Chachapoyas
Chachapoyas-60_instrumentalcomitative-1,,Chachapoyas,60_instrumentalcomitative,wan,wan,w a n,,taylor1979,,,^ w a n $,Chachapoyas
Chachapoyas-64_limitative-1,,Chachapoyas,64_limitative,kaman,kaman,k a m a n,,taylor1979,,,^ k a m a n $,Chachapoyas
Chachapoyas-65_locative-1,,Chachapoyas,65_locative,pi,pi,p i,,taylor1979,,,^ p i $,Chachapoyas
Chachapoyas-66_middlevoice-1,,Chachapoyas,66_middlevoice,ku,ku,k u,,taylor1979,,,^ k u $,Chachapoyas
Chachapoyas-67_multiplepossessive-1,,Chachapoyas,67_multiplepossessive,sapa,sapa,s a p a,,taylor1979,,,^ s a p a $,Chachapoyas
Chachapoyas-69_negation-1,,Chachapoyas,69_negation,ču,ču,tʃ u,,taylor1979,,,^ č u $,Chachapoyas
Chachapoyas-70_nominalizerna-1,,Chachapoyas,70_nominalizerna,na,na,n a,,taylor1979,,,^ n a $,Chachapoyas
Chachapoyas-74_pasttense-1,,Chachapoyas,74_pasttense,rka,rka,r k a,,taylor1979,,,^ r k a $,Chachapoyas
Chachapoyas-75_perfect-1,,Chachapoyas,75_perfect,ška,ška,ʃ k a,,taylor1979,,,^ š k a $,Chachapoyas
Chachapoyas-76_perfectivizer-1,,Chachapoyas,76_perfectivizer,ška,ška,ʃ k a,,taylor1979,,,^ š k a $,Chachapoyas
Chachapoyas-77_plural-1,,Chachapoyas,77_plural,kuna,kuna,k u n a,,taylor1979,,,^ k u n a $,Chachapoyas
Chachapoyas-78_possessive-1,,Chachapoyas,78_possessive,yuk,yuk,j u k,,taylor1979,,,^ y u k $,Chachapoyas
Chachapoyas-82_reason-1,,Chachapoyas,82_reason,rayku,rayku,r a i k u,,taylor1979,,,^ r a yk u $,Chachapoyas
Chachapoyas-83_reciprocal-1,,Chachapoyas,83_reciprocal,naku,naku,n a k u,,taylor1979,,,^ n a k u $,Chachapoyas
Chachapoyas-86_restrictive-1,,Chachapoyas,86_restrictive,lla,lla,l l a,,taylor1979,,,^ l l a $,Chachapoyas
Chachapoyas-90_subordinatoridsub-1,,Chachapoyas,90_subordinatoridsub,"špa, šnin, štin",špa,ʃ p a,no distinguishing wrt adverbial subord,taylor1979,,,^ š p a $,Chachapoyas
Chachapoyas-90_subordinatoridsub-2,,Chachapoyas,90_subordinatoridsub,"špa, šnin, štin",šnin,ʃ n i n,no distinguishing wrt adverbial subord,taylor1979,,,^ š n i n $,Chachapoyas
Chachapoyas-90_subordinatoridsub-3,,Chachapoyas,90_subordinatoridsub,"špa, šnin, štin",štin,ʃ t i n,no distinguishing wrt adverbial subord,taylor1979,,,^ š t i n $,Chachapoyas
Chachapoyas-91_suboridnatordiffsub-1,,Chachapoyas,91_suboridnatordiffsub,pti,pti,p t i,,taylor1979,,,^ p t i $,Chachapoyas
Chachapoyas-92_topic-1,,Chachapoyas,92_topic,"qa, ta",qa,q a,"ta: formas interrogatives, en Lamas más amplio también",taylor1979,,,^ q a $,Chachapoyas
Chachapoyas-92_topic-2,,Chachapoyas,92_topic,"qa, ta",ta,t a,"ta: formas interrogatives, en Lamas más amplio también",taylor1979,,,^ t a $,Chachapoyas
Chachapoyas-93_translocative-1,,Chachapoyas,93_translocative,pu,pu,p u,,taylor1979,,,^ p u $,Chachapoyas
Chachapoyas-94_uninterruptedaction-1,,Chachapoyas,94_uninterruptedaction,ra,ra,r a,acción no cumplida,taylor1979,,,^ r a $,Chachapoyas
Chachapoyas-141_verbalplural-1,,Chachapoyas,141_verbalplural,sapa,sapa,s a p a,,taylor1979,,,^ s a p a $,Chachapoyas
Chimborazo-1_1object-1,,Chimborazo,1_1object,wa ,wa,w a,"This suffix indicates that the speaker is either the patient or the receiver of the action of the verb. If the verb is ditransitive, the speaker is receiver, not patient: /saki-wa-y/, leave-REC-IMP, ‘let me go’.",beukema1975,,,^ w a $,Chimborazo
Chimborazo-4_1plverbal-1,,Chimborazo,4_1plverbal,ncik,ncik,n tʃ i k,,beukema1975,,,^ n c i k $,Chimborazo
Chimborazo-6_1plverbalfuture-1,,Chimborazo,6_1plverbalfuture,šuncik,šuncik,ʃ u n tʃ i k,,beukema1975,,,^ š u n c i k $,Chimborazo
Chimborazo-9_1sverbal-1,,Chimborazo,9_1sverbal,ka-ni,ka-ni,k a + n i,,beukema1975,,,^ k a - n i $,Chimborazo
Chimborazo-10_1sverbalfuture-1,,Chimborazo,10_1sverbalfuture,ša ,ša,ʃ a,,beukema1975,,,^ š a $,Chimborazo
Chimborazo-104_2plverbal-1,,Chimborazo,104_2plverbal,ngicik,ngicik,n g i tʃ i k,,beukema1975,,,^ n g i c i k $,Chimborazo
Chimborazo-15_2sverbal-1,,Chimborazo,15_2sverbal,ngi ,ngi,n g i,,beukema1975,,,^ n g i $,Chimborazo
Chimborazo-142_3plfuture-1,,Chimborazo,142_3plfuture,ngakuna,ngakuna,n g a k u n a,,beukema1975,,,^ n g a k u n a $,Chimborazo
Chimborazo-107_3plverbal-1,,Chimborazo,107_3plverbal,nkuna,nkuna,n k u n a,,beukema1975,,,^ n k u n a $,Chimborazo
Chimborazo-16_3sfuture-1,,Chimborazo,16_3sfuture,nga ,nga,n g a,,beukema1975,,,^ n g a $,Chimborazo
Chimborazo-21_3sverbal-1,,Chimborazo,21_3sverbal,n ,n,n,,beukema1975,,,^ n $,Chimborazo
Chimborazo-22_ablative-1,,Chimborazo,22_ablative,manta ,manta,m a n t a,,beukema1975,,,^ m a n t a $,Chimborazo
Chimborazo-24_accusative-1,,Chimborazo,24_accusative,ta ,ta,t a,,beukema1975,,,^ t a $,Chimborazo
Chimborazo-25_additive-1,,Chimborazo,25_additive,piš,piš,p i ʃ,Conjuctive,beukema1975,,,^ p i š $,Chimborazo
Chimborazo-26_agentive-1,,Chimborazo,26_agentive,k ,k,k,,beukema1975,,,^ k $,Chimborazo
Chimborazo-27_benefactive-1,,Chimborazo,27_benefactive,pak ,pak,p a k,,beukema1975,,,^ p a k $,Chimborazo
Chimborazo-28_causative-1,,Chimborazo,28_causative,ci,ci,tʃ i,,beukema1975,,,^ c i $,Chimborazo
Chimborazo-28_causative-2,,Chimborazo,28_causative,ci ,ci,tʃ i,,beukema1975,,,^ c i $,Chimborazo
Chimborazo-30_cislocative-1,,Chimborazo,30_cislocative,mu ,mu,m u,,beukema1975,,,^ m u $,Chimborazo
Chimborazo-31_comparative-1,,Chimborazo,31_comparative,yaži,yaži,j a ʒ i,,beukema1975,,,^ y a ž i $,Chimborazo
Chimborazo-32_conditional-1,,Chimborazo,32_conditional,man ,man,m a n,,beukema1975,,,^ m a n $,Chimborazo
Chimborazo-143_confirmedopinion-1,,Chimborazo,143_confirmedopinion,mari,mari,m a r i,No hay ejemplos,beukema1975,,,^ m a r i $,Chimborazo
