DOCULECT	FORM	SOURCE
Huallaga	man	weber1996
Huallaga	naː	weber1996
Huallaga	yku	weber1996
Huallaga	rqu	weber1996
Huallaga	rpu	weber1996
Huallaga	rku	weber1996
Huallaga	čay	weber1996
Huallaga	taqay	weber1996
Huallaga	čuraq	weber1996
Huallaga	ykaː	weber1996
Huallaga	kiki, ari	weber1996
Huallaga	ʎa	weber1996
Huallaga	či	weber1996
Huallaga	mi	weber1996
Huallaga	ši	weber1996
Huallaga	yku 	weber1996
Huallaga	yku 	weber1996
Huallaga	yʎa,ʎa	weber1996
Huallaga	pura	weber1996
Huallaga	ča	weber1996
Huallaga	ča	weber1996
Huallaga	či	weber1996
Huallaga	ša 	weber1996
Huallaga	ykačaː,kača/ča	weber1996
Huallaga	pa	weber1996
Huallaga	ykačaː, kačaː	weber1996
Huallaga	paq	weber1996
Huallaga	y	weber1996
Huallaga	ri	weber1996
Huallaga	yaː,paː/taː	weber1996
Huallaga	nintin,ntin	weber1996
Huallaga	y	weber1996
Huallaga	wan	weber1996
Huallaga	kaːku	weber1996
Huallaga	paku 	weber1996
Huallaga	yaq, kama	weber1996
Huallaga	čaw	weber1996
Huallaga	ku	weber1996
Huallaga	sapa	weber1996
Huallaga	ču	weber1996
Huallaga	pa	weber1996
Huallaga	ša 	weber1996
Huallaga	na 	weber1996
Huallaga	kaː, raː	weber1996
Huallaga	ra	weber1996
Huallaga	ša	weber1996
Huallaga	kuna	weber1996
Huallaga	yoq,niyoq	weber1996
Huallaga	ynaq	weber1996
Huallaga	ama	weber1996
Huallaga	kay	weber1996
Huallaga	rayku,raygu	weber1996
Huallaga	naku	weber1996
Huallaga	naq	weber1996
Huallaga	tuku	weber1996
Huallaga	r , špa, ʎpa	weber1996
Huallaga	pti, ša	weber1996
Huallaga	nnin,nin	weber1996
Huallaga	qa	weber1996
Huallaga	qa	weber1996
Huallaga	pu	weber1996
Huallaga	kaku 	weber1996
Huallaga	na	weber1996
Huallaga	paku 	weber1996
Huanca	ma	cerron1976
Huanca	nchik	cerron1976
Huanca	nchik	cerron1976
Huanca	chwan	cerron1976
Huanca	shun	cerron1976
Huanca	tantaː	cerron1976
Huanca	k	cerron1976
Huanca	shayki	cerron1976
Huanca	kaː	cerron1976
Huanca	shaq	cerron1976
Huanca	yki	cerron1976
Huanca	nki	cerron1976
Huanca	nqa	cerron1976
Huanca	n	cerron1976
Huanca	shunki	cerron1976
Huanca	n	cerron1976
Huanca	piqta	cerron1976
Huanca	yshi	cerron1976
Huanca	kta	cerron1976
Huanca	pis, si	cerron1976
Huanca	q	cerron1976
Huanca	sh	cerron1976
Huanca	paq	cerron1976
Huanca	chaa	cerron1976
Huanca	chi	cerron1976
Huanca	ma	cerron1976
Huanca	naw	cerron1976
Huanca	laq	cerron1976
Huanca	raa	cerron1976
Huanca	man	cerron1976
Huanca	naa	cerron1976
Huanca	cha	cerron1976
Huanca	yku	cerron1976
Huanca	qlu	cerron1976
Huanca	lpu	cerron1976
Huanca	lku	cerron1976
Huanca	ykaa	cerron1976
Huanca	aa	cerron1976
Huanca	ali	cerron1976
Huanca	llaa	cerron1976
Huanca	tra	cerron1976
Huanca	mi	cerron1976
Huanca	ari	cerron1976
Huanca	shi	cerron1976
Huanca	pula	cerron1976
Huanca	cha	cerron1976
Huanca	tan	cerron1976
Huanca	pa	cerron1976
Huanca	nya	cerron1976
Huanca	y	cerron1976
Huanca	li	cerron1976
Huanca	yaa	cerron1976
Huanca	ntin	cerron1976
Huanca	y	cerron1976
Huanca	chun	cerron1976
Huanca	wan	cerron1976
Huanca	tya	cerron1976
Huanca	taa	cerron1976
Huanca	paːkuː	cerron1976
Huanca	paku	cerron1976
Huanca	kama	cerron1976
Huanca	traw	cerron1976
Huanca	ku	cerron1976
Huanca	sapa, taa	cerron1976
Huanca	chu	cerron1976
Huanca	na	cerron1976
Huanca	lqa	cerron1976
Huanca	sha	cerron1976
Huanca	kuna	cerron1976
Huanca	yuq	cerron1976
Huanca	nnaq	cerron1976
Huanca	layku	cerron1976
Huanca	na	cerron1976
Huanca	traku	cerron1976
Huanca	ñaq	cerron1976
Huanca	lla	cerron1976
Huanca	taq	cerron1976
Huanca	tuku	cerron1976
Huanca	shti	cerron1976
Huanca	l	cerron1976
Huanca	pti	cerron1976
Huanca	kaska	cerron1976
Huanca	lan	cerron1976
Huanca	qa	cerron1976
Huanca	sya	cerron1976
Huanca	pu	cerron1976
Huanca	paa	cerron1976
Huanca	paaku, lkaa	cerron1976
Huanca	ña	cerron1976
Huangascar	ma	shimelman2017
Huangascar	yki	shimelman2017
Huangascar	nchik	shimelman2017
Huangascar	nchik	shimelman2017
Huangascar	chuwan	shimelman2017
Huangascar	shun	shimelman2017
Huangascar	tantaː	shimelman2017
Huangascar	shqayki	shimelman2017
Huangascar	kaː	shimelman2017
Huangascar	shaq	shimelman2017
Huangascar	waq	shimelman2017
Huangascar	shu	shimelman2017
Huangascar	yki	shimelman2017
Huangascar	wanki	shimelman2017
Huangascar	nki	shimelman2017
Huangascar	nqa	shimelman2017
Huangascar	n	shimelman2017
Huangascar	manchik	shimelman2017
Huangascar	man	shimelman2017
Huangascar	shunki	shimelman2017
Huangascar	n	shimelman2017
Huangascar	paq	shimelman2017
Huangascar	shi,si	shimelman2017
Huangascar	ta	shimelman2017
Huangascar	pis,s	shimelman2017
Huangascar	q	shimelman2017
Huangascar	paq	shimelman2017
Huangascar	chi	shimelman2017
Huangascar	puni	shimelman2017
Huangascar	mu	shimelman2017
Huangascar	hina	shimelman2017
Huangascar	man	shimelman2017
Huangascar	raq	shimelman2017
Huangascar	man	shimelman2017
Huangascar	naya	shimelman2017
Huangascar	raya	shimelman2017
Huangascar	cha	shimelman2017
Huangascar	ña	shimelman2017
Huangascar	chu	shimelman2017
Huangascar	chay	shimelman2017
Huangascar	wak	shimelman2017
Huangascar	chka	shimelman2017
Huangascar	ya	shimelman2017
Huangascar	ari	shimelman2017
Huangascar	ya	shimelman2017
Huangascar	tri,tr	shimelman2017
Huangascar	mi,m	shimelman2017
Huangascar	ik	shimelman2017
Huangascar	iki	shimelman2017
Huangascar	shi,sh	shimelman2017
Huangascar	yku,yka/ika/iku	shimelman2017
Huangascar	pura	shimelman2017
Huangascar	cha	shimelman2017
Huangascar	katra	shimelman2017
Huangascar	pa,pi	shimelman2017
Huangascar	y	shimelman2017
Huangascar	ri	shimelman2017
Huangascar	ya	shimelman2017
Huangascar	ntin	shimelman2017
Huangascar	y	shimelman2017
Huangascar	chun	shimelman2017
Huangascar	wan	shimelman2017
Huangascar	ya	shimelman2017
Huangascar	tamu	shimelman2017
Huangascar	paku,paːku	shimelman2017
Huangascar	kama	shimelman2017
Huangascar	pa,pi	shimelman2017
Huangascar	ku	shimelman2017
Huangascar	sapa	shimelman2017
Huangascar	puku	shimelman2017
Huangascar	chu	shimelman2017
Huangascar	na	shimelman2017
Huangascar	kuna	shimelman2017
Huangascar	masi	shimelman2017
Huangascar	ka	shimelman2017
Huangascar	rqa	shimelman2017
Huangascar	sha,sa	shimelman2017
Huangascar	sha,sa	shimelman2017
Huangascar	kuna	shimelman2017
Huangascar	yuq	shimelman2017
Huangascar	ama	shimelman2017
Huangascar	kay	shimelman2017
Huangascar	paq	shimelman2017
Huangascar	rayku	shimelman2017
Huangascar	naku,naka	shimelman2017
Huangascar	pa	shimelman2017
Huangascar	shqa	shimelman2017
Huangascar	lla	shimelman2017
Huangascar	taq	shimelman2017
Huangascar	tuku	shimelman2017
Huangascar	shtin	shimelman2017
Huangascar	shpa	shimelman2017
Huangascar	pti	shimelman2017
Huangascar	qa	shimelman2017
Huangascar	pu,pa	shimelman2017
Huangascar	ra	shimelman2017
Huangascar	ru,ra	shimelman2017
Huangascar	na	shimelman2017
HuarazHuailas	ma	parker1976
HuarazHuailas	yaa	parker1976
HuarazHuailas	ntsik, nintsik	parker1976
HuarazHuailas	ntsik	parker1976
HuarazHuailas	yaaman	parker1976
HuarazHuailas	shun	parker1976
HuarazHuailas	tantaː	parker1976
HuarazHuailas	q	parker1976
HuarazHuailas	shqayki	parker1976
HuarazHuailas	kaː	parker1976
HuarazHuailas	shaq	parker1976
HuarazHuailas	yaanki	parker1976
HuarazHuailas	maanki	parker1976
HuarazHuailas	nki	parker1976
HuarazHuailas	yaan	parker1976
HuarazHuailas	nqa	parker1976
HuarazHuailas	n	parker1976
HuarazHuailas	maantsik	parker1976
HuarazHuailas	maan	parker1976
HuarazHuailas	shunki	parker1976
HuarazHuailas	n	parker1976
HuarazHuailas	mampa	parker1976
HuarazHuailas	peq, pita	parker1976
HuarazHuailas	ta	parker1976
HuarazHuailas	q	parker1976
HuarazHuailas	paq,shi	parker1976
HuarazHuailas	chaku	parker1976
HuarazHuailas	mu	parker1976
HuarazHuailas	naw	parker1976
HuarazHuailas	man	parker1976
HuarazHuailas	raa	parker1976
HuarazHuailas	man	parker1976
HuarazHuailas	na	parker1976
HuarazHuailas	naa	parker1976
HuarazHuailas	ykU	parker1976
HuarazHuailas	rpu	parker1976
HuarazHuailas	rku	parker1976
HuarazHuailas	ykaa	parker1976
HuarazHuailas	rI	parker1976
HuarazHuailas	t	parker1976
HuarazHuailas	tsaa	parker1976
HuarazHuailas	yan	parker1976
HuarazHuailas	pa	parker1976
HuarazHuailas	ykachaa	parker1976
HuarazHuailas	yaa	parker1976
HuarazHuailas	ntin, nintin	parker1976
HuarazHuailas	y	parker1976
HuarazHuailas	wan	parker1976
HuarazHuailas	rpaarI	parker1976
HuarazHuailas	taa	parker1976
HuarazHuailas	chaw	parker1976
HuarazHuailas	ku	parker1976
HuarazHuailas	sapa	parker1976
HuarazHuailas	nqa	parker1976
HuarazHuailas	na	parker1976
HuarazHuailas	kaa	parker1976
HuarazHuailas	rqa	parker1976
HuarazHuailas	rqu	parker1976
HuarazHuailas	sh, shqa	parker1976
HuarazHuailas	shqa	parker1976
HuarazHuailas	kuna	parker1976
HuarazHuailas	yoq	parker1976
HuarazHuailas	nnaq	parker1976
HuarazHuailas	raykur, tsi	parker1976
HuarazHuailas	skI	parker1976
HuarazHuailas	lla	parker1976
HuarazHuailas	r	parker1976
HuarazHuailas	pti	parker1976
HuarazHuailas	pu	parker1976
HuarazHuailas	y	parker1976
Inga	yqui	tandioy1978
Inga	nchi	tandioy1978
Inga	sunchi	tandioy1978
Inga	yquichita	tandioy1978
Inga	scaqui	tandioy1978
Inga	ka-ni	tandioy1978
Inga	sa	tandioy1978
Inga	ncanguichi	tandioy1978
Inga	ngui	tandioy1978
Inga	ncangui	tandioy1978
Inga	ncuna	tandioy1978
Inga	ngacuna	tandioy1978
Inga	nga	tandioy1978
Inga	n	tandioy1978
Inga	manda	tandioy1978
Inga	ta	tandioy1978
Inga	pas	tandioy1978
Inga	g	tandioy1978
Inga	pua	tandioy1978
Inga	ta	tandioy1978
Inga	mu	tandioy1978
Inga	ntra	tandioy1978
Inga	raya	tandioy1978
Inga	c, ca	tandioy1978
Inga	ma, pagma	tandioy1978
Inga	naya	tandioy1978
Inga	ag, ash, ans	tandioy1978
Inga	tum	tandioy1978
Inga	cu, nacu	tandioy1978
Inga	llata, tata	tandioy1978
Inga	char	tandioy1978
Inga	mi	tandioy1978
Inga	si	tandioy1978
Inga	ma	tandioy1978
Inga	pa	tandioy1978
Inga	y, ychi	tandioy1978
Inga	sunchu, nacusunchi	tandioy1978
Inga	ri	tandioy1978
Inga	ya	tandioy1978
Inga	y	tandioy1978
Inga	chu	tandioy1978
Inga	hua	tandioy1978
Inga	cama, pagcama	tandioy1978
Inga	pi, pagpi	tandioy1978
Inga	chu	tandioy1978
Inga	nga	tandioy1978
Inga	rqa	tandioy1978
Inga	sca	tandioy1978
Inga	sca	tandioy1978
Inga	cuna	tandioy1978
Inga	jim, ajim	tandioy1978
Inga	yug	tandioy1978
Inga	ngapa	tandioy1978
Inga	ngapa	tandioy1978
Inga	chi	tandioy1978
Inga	ndi	tandioy1978
Inga	lla	tandioy1978
Inga	gta	tandioy1978
Inga	spa	tandioy1978
Inga	hora	tandioy1978
Inga	gpi	tandioy1978
Inga	nig	tandioy1978
Inga	pu	tandioy1978
Inga	hua	tandioy1978
Laraos	wa	taylor1990
Laraos	yki	taylor1990
Laraos	nchik	taylor1990
Laraos	nchik	taylor1990
Laraos	sun	taylor1990
Laraos	tanta-y	taylor1990
Laraos	sqayki	taylor1990
Laraos	ka-ni	taylor1990
Laraos	saq	taylor1990
Laraos	yki	taylor1990
Laraos	nki	taylor1990
Laraos	n 	taylor1990
Laraos	wanchik	taylor1990
Laraos	sunki	taylor1990
Laraos	n 	taylor1990
Laraos	manta	taylor1990
Laraos	ta 	taylor1990
Laraos	pis	taylor1990
Laraos	q	taylor1990
Laraos	paq	taylor1990
Laraos	chi 	taylor1990
Laraos	raq	taylor1990
Laraos	man	taylor1990
Laraos	na	taylor1990
Laraos	ña	taylor1990
Laraos	chka	taylor1990
Laraos	ari	taylor1990
Laraos	ri	taylor1990
Laraos	ĉi 	taylor1990
Laraos	mi 	taylor1990
Laraos	si 	taylor1990
Laraos	yku	taylor1990
Laraos	pi 	taylor1990
Laraos	y 	taylor1990
Laraos	sun	taylor1990
Laraos	ntin	taylor1990
Laraos	y 	taylor1990
Laraos	chun	taylor1990
Laraos	wan	taylor1990
Laraos	kama	taylor1990
Laraos	ĉaw	taylor1990
Laraos	chu	taylor1990
Laraos	na 	taylor1990
Laraos	rqu	taylor1990
Laraos	kuna	taylor1990
Laraos	nnaq	taylor1990
Laraos	rayku	taylor1990
Laraos	taq	taylor1990
Laraos	stin	taylor1990
Laraos	r 	taylor1990
Laraos	pti	taylor1990
Laraos	qa	taylor1990
Laraos	ra 	taylor1990
Lincha-Tana	wa	shimelman2017
Lincha-Tana	yki	shimelman2017
Lincha-Tana	nchik	shimelman2017
Lincha-Tana	nchik	shimelman2017
Lincha-Tana	chuwan	shimelman2017
Lincha-Tana	shun	shimelman2017
Lincha-Tana	tanta-y	shimelman2017
Lincha-Tana	shqayki	shimelman2017
Lincha-Tana	ka-ni	shimelman2017
Lincha-Tana	shaq	shimelman2017
Lincha-Tana	waq	shimelman2017
Lincha-Tana	shu	shimelman2017
Lincha-Tana	yki	shimelman2017
Lincha-Tana	wanki	shimelman2017
Lincha-Tana	nki	shimelman2017
Lincha-Tana	nqa	shimelman2017
Lincha-Tana	n	shimelman2017
Lincha-Tana	wanchik	shimelman2017
Lincha-Tana	wan	shimelman2017
Lincha-Tana	shunki	shimelman2017
Lincha-Tana	n	shimelman2017
Lincha-Tana	paq	shimelman2017
Lincha-Tana	shi,si	shimelman2017
Lincha-Tana	ta	shimelman2017
Lincha-Tana	pis,s	shimelman2017
Lincha-Tana	q	shimelman2017
Lincha-Tana	paq	shimelman2017
Lincha-Tana	chi	shimelman2017
Lincha-Tana	puni	shimelman2017
Lincha-Tana	mu	shimelman2017
Lincha-Tana	hina	shimelman2017
Lincha-Tana	man	shimelman2017
Lincha-Tana	raq	shimelman2017
Lincha-Tana	man	shimelman2017
Lincha-Tana	naya	shimelman2017
Lincha-Tana	raya	shimelman2017
Lincha-Tana	cha	shimelman2017
Lincha-Tana	ña	shimelman2017
Lincha-Tana	chu	shimelman2017
Lincha-Tana	chay	shimelman2017
Lincha-Tana	wak	shimelman2017
Lincha-Tana	chka	shimelman2017
Lincha-Tana	ya	shimelman2017
Lincha-Tana	ari	shimelman2017
Lincha-Tana	ya	shimelman2017
Lincha-Tana	tri,tr	shimelman2017
Lincha-Tana	mi,m	shimelman2017
Lincha-Tana	ik	shimelman2017
Lincha-Tana	iki	shimelman2017
Lincha-Tana	shi,sh	shimelman2017
Lincha-Tana	yku,yka/ika/iku	shimelman2017
Lincha-Tana	pura	shimelman2017
Lincha-Tana	cha	shimelman2017
Lincha-Tana	katra	shimelman2017
Lincha-Tana	pa,pi	shimelman2017
Lincha-Tana	y	shimelman2017
Lincha-Tana	ri	shimelman2017
Lincha-Tana	ya	shimelman2017
Lincha-Tana	ntin	shimelman2017
Lincha-Tana	y	shimelman2017
Lincha-Tana	chun	shimelman2017
Lincha-Tana	wan	shimelman2017
Lincha-Tana	ya	shimelman2017
Lincha-Tana	tamu	shimelman2017
Lincha-Tana	paku,paːku	shimelman2017
Lincha-Tana	kama	shimelman2017
Lincha-Tana	pa,pi	shimelman2017
Lincha-Tana	ku	shimelman2017
Lincha-Tana	sapa	shimelman2017
Lincha-Tana	puku	shimelman2017
Lincha-Tana	chu	shimelman2017
Lincha-Tana	na	shimelman2017
Lincha-Tana	kuna	shimelman2017
Lincha-Tana	masi	shimelman2017
Lincha-Tana	ka	shimelman2017
Lincha-Tana	rqa	shimelman2017
Lincha-Tana	sha,sa	shimelman2017
Lincha-Tana	sha,sa	shimelman2017
Lincha-Tana	kuna	shimelman2017
Lincha-Tana	yuq	shimelman2017
Lincha-Tana	ama	shimelman2017
Lincha-Tana	kay	shimelman2017
Lincha-Tana	paq	shimelman2017
Lincha-Tana	rayku	shimelman2017
Lincha-Tana	naku,naka	shimelman2017
Lincha-Tana	pa	shimelman2017
Lincha-Tana	shqa	shimelman2017
Lincha-Tana	lla	shimelman2017
Lincha-Tana	taq	shimelman2017
Lincha-Tana	tuku	shimelman2017
Lincha-Tana	shtin	shimelman2017
Lincha-Tana	shpa	shimelman2017
Lincha-Tana	pti	shimelman2017
Lincha-Tana	qa	shimelman2017
Lincha-Tana	pu,pa	shimelman2017
Lincha-Tana	ra	shimelman2017
Lincha-Tana	ru,ra	shimelman2017
Lincha-Tana	na	shimelman2017
Pacaraos	maa	adelaar1987
Pacaraos	muy	adelaar1987
Pacaraos	nsi	adelaar1987
Pacaraos	swan	adelaar1987
Pacaraos	shun	adelaar1987
Pacaraos	tanta-y	adelaar1987
Pacaraos	shqayki	adelaar1987
Pacaraos	ka-ni	adelaar1987
Pacaraos	shaq	adelaar1987
Pacaraos	mu	adelaar1987
Pacaraos	yki,	adelaar1987
Pacaraos	maayki	adelaar1987
Pacaraos	yki	adelaar1987
Pacaraos	nqa	adelaar1987
Pacaraos	n	adelaar1987
Pacaraos	maansi	adelaar1987
Pacaraos	maan	adelaar1987
Pacaraos	shun	adelaar1987
Pacaraos	n	adelaar1987
Pacaraos	piq, piqta	adelaar1987
Pacaraos	kta	adelaar1987
Pacaraos	q	adelaar1987
Pacaraos	q, shqa	adelaar1987
Pacaraos	chaq, traq	adelaar1987
Pacaraos	paq	adelaar1987
Pacaraos	si	adelaar1987
Pacaraos	mu	adelaar1987
Pacaraos	naw	adelaar1987
Pacaraos	piq, piqta	adelaar1987
Pacaraos	man	adelaar1987
Pacaraos	raa	adelaar1987
Pacaraos	man	adelaar1987
Pacaraos	naa	adelaar1987
Pacaraos	yku	adelaar1987
Pacaraos	rqu	adelaar1987
Pacaraos	rpu	adelaar1987
Pacaraos	rku	adelaar1987
Pacaraos	ykaa	adelaar1987
Pacaraos	saa	adelaar1987
Pacaraos	qa	adelaar1987
Pacaraos	y	adelaar1987
Pacaraos	shun	adelaar1987
Pacaraos	ri	adelaar1987
Pacaraos	ri	adelaar1987
Pacaraos	yaa	adelaar1987
Pacaraos	nti	adelaar1987
Pacaraos	sun	adelaar1987
Pacaraos	wan	adelaar1987
Pacaraos	wan	adelaar1987
Pacaraos	lyaa	adelaar1987
Pacaraos	tyaa	adelaar1987
Pacaraos	kama	adelaar1987
Pacaraos	kama	adelaar1987
Pacaraos	traw	adelaar1987
Pacaraos	ku	adelaar1987
Pacaraos	traari	adelaar1987
Pacaraos	nqa	adelaar1987
Pacaraos	na	adelaar1987
Pacaraos	mayi	adelaar1987
Pacaraos	kaa	adelaar1987
Pacaraos	rqa	adelaar1987
Pacaraos	rqu	adelaar1987
Pacaraos	shqa, sh 	adelaar1987
Pacaraos	kuna	adelaar1987
Pacaraos	yuq, naq	adelaar1987
Pacaraos	rayku	adelaar1987
Pacaraos	traa	adelaar1987
Pacaraos	ñaq	adelaar1987
Pacaraos	la	adelaar1987
Pacaraos	sikan	adelaar1987
Pacaraos	shpa	adelaar1987
Pacaraos	pti	adelaar1987
Pacaraos	pa 	adelaar1987
Pacaraos	pu	adelaar1987
Pacaraos	paa	adelaar1987
Pastaza	wa	landerman1973
Pastaza	yki	landerman1973
Pastaza	ykichi	landerman1973
Pastaza	skaykichi	landerman1973
Pastaza	nchi	landerman1973
Pastaza	ykichi	landerman1973
Pastaza	nchi	landerman1973
Pastaza	shun	landerman1973
Pastaza	tanta-y	landerman1973
Pastaza	shkayki	landerman1973
Pastaza	ka-ni	landerman1973
Pastaza	sha	landerman1973
Pastaza	ngichi	landerman1973
Pastaza	yki	landerman1973
Pastaza	ngi	landerman1973
Pastaza	ngakuna	landerman1973
Pastaza	nguna	landerman1973
Pastaza	najun	landerman1973
Pastaza	nga	landerman1973
Pastaza	n	landerman1973
Pastaza	n	landerman1973
Pastaza	manda	landerman1973
Pastaza	ta 	landerman1973
Pastaza	pas 	landerman1973
Pastaza	pa 	landerman1973
Pastaza	chi 	landerman1973
Pastaza	ma	landerman1973
Pastaza	ma 	landerman1973
Pastaza	raya 	landerman1973
Pastaza	naya 	landerman1973
Pastaza	stu	landerman1973
Pastaza	xu	landerman1973
Pastaza	mi 	landerman1973
Pastaza	shi 	landerman1973
Pastaza	paya 	landerman1973
Pastaza	pa 	landerman1973
Pastaza	y 	landerman1973
Pastaza	ychi	landerman1973
Pastaza	ri 	landerman1973
Pastaza	ya 	landerman1973
Pastaza	na	landerman1973
Pastaza	chun 	landerman1973
Pastaza	wa	landerman1973
Pastaza	kama	landerman1973
Pastaza	pi 	landerman1973
Pastaza	sapa	landerman1973
Pastaza	chu 	landerman1973
Pastaza	na 	landerman1973
Pastaza	rka	landerman1973
Pastaza	shka	landerman1973
Pastaza	shka	landerman1973
Pastaza	shka 	landerman1973
Pastaza	kuna,guna	landerman1973
Pastaza	rayku	landerman1973
Pastaza	rayku 	landerman1973
Pastaza	naku	landerman1973
Pastaza	shpa 	landerman1973
Pastaza	shpayki	landerman1973
Pastaza	ka 	landerman1973
Pastaza	ra 	landerman1973
Pastaza	pu, pa	
Pastaza	ña 	landerman1973
Pastaza	nda	landerman1973
SanMartin	wa	coombs1976
SanMartin	yki	coombs1976
SanMartin	nchi	coombs1976
SanMartin	shunchi, shun, shunsapa	coombs1976
SanMartin	tanta-y	coombs1976
SanMartin	ka-ni	coombs1976
SanMartin	sha	coombs1976
SanMartin	yki	coombs1976
SanMartin	wanki	coombs1976
SanMartin	nki	coombs1976
SanMartin	n	coombs1976
SanMartin	shunki	coombs1976
SanMartin	manta	coombs1976
SanMartin	ta	coombs1976
SanMartin	pish	coombs1976
SanMartin	k	coombs1976
SanMartin	pa	coombs1976
SanMartin	tá, rá	coombs1976
SanMartin	chi	coombs1976
SanMartin	mu	coombs1976
SanMartin	shina	coombs1976
SanMartin	man	coombs1976
SanMartin	raya	coombs1976
SanMartin	man	coombs1976
SanMartin	naya	coombs1976
SanMartin	na	coombs1976
SanMartin	yka	coombs1976
SanMartin	ya	coombs1976
SanMartin	cha	coombs1976
SanMartin	mi	coombs1976
SanMartin	shi	coombs1976
SanMartin	pura	coombs1976
SanMartin	cha	coombs1976
SanMartin	paya	coombs1976
SanMartin	pa	coombs1976
SanMartin	y	coombs1976
SanMartin	shun	coombs1976
SanMartin	ri	coombs1976
SanMartin	ya	coombs1976
SanMartin	ntin	coombs1976
SanMartin	y	coombs1976
SanMartin	chun	coombs1976
SanMartin	wan	coombs1976
SanMartin	kaman	coombs1976
SanMartin	pi	coombs1976
SanMartin	ku	coombs1976
SanMartin	sapa	coombs1976
SanMartin	chu	coombs1976
SanMartin	na	coombs1976
SanMartin	rka	coombs1976
SanMartin	shka	coombs1976
SanMartin	shka	coombs1976
SanMartin	kuna	coombs1976
SanMartin	yuk	coombs1976
SanMartin	rayku	coombs1976
SanMartin	naku	coombs1976
SanMartin	lla	coombs1976
SanMartin	shpa	coombs1976
SanMartin	pti, kti	coombs1976
SanMartin	qa	coombs1976
SanMartin	ra	coombs1976
SanMartin	sapa	coombs1976
SanPedro	ma	shimelman2017
SanPedro	yki	shimelman2017
SanPedro	nchik	shimelman2017
SanPedro	nchik	shimelman2017
SanPedro	chuwan	shimelman2017
SanPedro	shun	shimelman2017
SanPedro	tantaː	shimelman2017
SanPedro	shqayki	shimelman2017
SanPedro	kaː	shimelman2017
SanPedro	shaq	shimelman2017
SanPedro	waq	shimelman2017
SanPedro	shu	shimelman2017
SanPedro	yki	shimelman2017
SanPedro	wanki	shimelman2017
SanPedro	nki	shimelman2017
SanPedro	nqa	shimelman2017
SanPedro	n	shimelman2017
SanPedro	manchik	shimelman2017
SanPedro	man	shimelman2017
SanPedro	shunki	shimelman2017
SanPedro	n	shimelman2017
SanPedro	paq	shimelman2017
SanPedro	shi,si	shimelman2017
SanPedro	ta	shimelman2017
SanPedro	pis,s	shimelman2017
SanPedro	q	shimelman2017
SanPedro	paq	shimelman2017
SanPedro	chi	shimelman2017
SanPedro	puni	shimelman2017
SanPedro	mu	shimelman2017
SanPedro	hina	shimelman2017
SanPedro	man	shimelman2017
SanPedro	raq	shimelman2017
SanPedro	man	shimelman2017
SanPedro	naya	shimelman2017
SanPedro	raya	shimelman2017
SanPedro	cha	shimelman2017
SanPedro	ña	shimelman2017
SanPedro	chu	shimelman2017
SanPedro	chay	shimelman2017
SanPedro	wak	shimelman2017
SanPedro	chka	shimelman2017
SanPedro	ya	shimelman2017
SanPedro	ari	shimelman2017
SanPedro	ya	shimelman2017
SanPedro	tri,tr	shimelman2017
SanPedro	mi,m	shimelman2017
SanPedro	ik	shimelman2017
SanPedro	iki	shimelman2017
SanPedro	shi,sh	shimelman2017
SanPedro	yku,yka/ika/iku	shimelman2017
SanPedro	pura	shimelman2017
SanPedro	cha	shimelman2017
SanPedro	katra	shimelman2017
SanPedro	pa,pi	shimelman2017
SanPedro	y	shimelman2017
SanPedro	ri	shimelman2017
SanPedro	ya	shimelman2017
SanPedro	ntin	shimelman2017
SanPedro	y	shimelman2017
SanPedro	chun	shimelman2017
SanPedro	wan	shimelman2017
SanPedro	ya	shimelman2017
SanPedro	tamu	shimelman2017
SanPedro	paku,paːku	shimelman2017
SanPedro	kama	shimelman2017
SanPedro	pa,pi	shimelman2017
SanPedro	ku	shimelman2017
SanPedro	sapa	shimelman2017
SanPedro	puku	shimelman2017
SanPedro	chu	shimelman2017
SanPedro	na	shimelman2017
SanPedro	kuna	shimelman2017
SanPedro	masi	shimelman2017
SanPedro	ka	shimelman2017
SanPedro	rqa	shimelman2017
SanPedro	sha,sa	shimelman2017
SanPedro	sha,sa	shimelman2017
SanPedro	kuna	shimelman2017
SanPedro	yuq	shimelman2017
SanPedro	ama	shimelman2017
SanPedro	kay	shimelman2017
SanPedro	paq	shimelman2017
SanPedro	rayku	shimelman2017
SanPedro	naku,naka	shimelman2017
SanPedro	pa	shimelman2017
SanPedro	shqa	shimelman2017
SanPedro	lla	shimelman2017
SanPedro	taq	shimelman2017
SanPedro	tuku	shimelman2017
SanPedro	shtin	shimelman2017
SanPedro	shpa	shimelman2017
SanPedro	pti	shimelman2017
SanPedro	qa	shimelman2017
SanPedro	pu,pa	shimelman2017
SanPedro	ra	shimelman2017
SanPedro	ru,ra	shimelman2017
SanPedro	na	shimelman2017
Santiagueno	wa	juanatey2020
Santiagueno	ysh,ychis	juanatey2020
Santiagueno	ysh,nchis	juanatey2020
Santiagueno	yshman,nchisman	juanatey2020
Santiagueno	suysh,sunchis	juanatey2020
Santiagueno	tanta-y	juanatey2020
Santiagueno	suyki,yki/su	juanatey2020
Santiagueno	sqayki,susqayki/susaq	juanatey2020
Santiagueno	ka-ni	juanatey2020
Santiagueno	saq	juanatey2020
Santiagueno	nkiman	juanatey2020
Santiagueno	su	juanatey2020
